Designator,Mid X,Mid Y,Rotation,Layer
C1,164.4650,-84.4550,180.00,Top
C2,137.0330,-111.3790,-90.00,Top
C4,164.4650,-87.5030,180.00,Top
C5,164.4650,-85.9790,180.00,Top
C6,133.9850,-111.3660,-90.00,Top
C7,142.8750,-100.1900,-90.00,Top
C8,139.8270,-100.1900,-90.00,Top
C9,141.3510,-100.1900,-90.00,Top
C10,135.5090,-111.3790,-90.00,Top
C11,150.2410,-107.9500,180.00,Top
C12,150.2410,-109.4740,180.00,Top
C13,151.7650,-100.3300,90.00,Top
C14,158.7500,-112.1410,90.00,Top
C15,160.0200,-83.9600,0.00,Top
C16,160.0200,-85.4600,0.00,Top
C17,160.0330,-91.0600,0.00,Top
C18,160.0330,-92.5600,0.00,Top
C19,155.7020,-88.2520,-90.00,Top
C20,154.1780,-88.2520,-90.00,Top
C21,151.7780,-92.2020,180.00,Top
C22,151.7780,-93.7260,180.00,Top
C23,175.8950,-112.0140,180.00,Top
C24,175.8950,-86.1060,180.00,Top
CH342_EN.1,147.2946,-111.7600,0.00,Bottom
D1,141.9860,-96.7100,-90.00,Top
D2,168.9100,-74.6760,180.00,Top
D3,168.9100,-78.2320,180.00,Top
D5,168.9100,-80.0100,180.00,Top
D6,168.9100,-76.4540,180.00,Top
D7,160.0200,-78.1050,-90.00,Top
D8,152.4000,-78.1050,-90.00,Top
D9,121.2850,-83.1850,90.00,Top
D10,160.0200,-120.0150,90.00,Top
D11,165.1000,-120.0150,90.00,Top
D12,149.8600,-120.0150,90.00,Top
D13,139.7000,-120.0150,90.00,Top
D14,175.8950,-114.3000,90.00,Top
D15,125.7300,-77.7240,0.00,Top
D16,176.0220,-83.8200,-90.00,Top
D17,144.1450,-106.0450,180.00,Top
D18,151.1300,-82.5500,180.00,Top
D19,151.1300,-80.6450,180.00,Top
D20,121.2850,-114.9350,-90.00,Top
D21,125.0950,-95.2200,-90.00,Top
D22,151.1300,-84.4550,180.00,Top
F1,155.5750,-82.1450,90.00,Top
J1,141.6050,-92.0750,180.00,Top
J2,117.8560,-82.5500,90.00,Top
J3,125.7300,-74.9300,0.00,Top
J4,125.7300,-123.1900,0.00,Top
J5,175.7400,-105.4100,90.00,Top
J6,117.8560,-115.5700,90.00,Top
J7,121.9200,-104.7750,-90.00,Top
J8,124.4600,-115.5700,180.00,Top
J9,124.4600,-82.5500,180.00,Top
J10,121.9200,-93.3450,-90.00,Top
J11,131.8200,-99.0600,0.00,Top
J12,167.8200,-99.0600,0.00,Top
J13,175.7400,-92.7100,90.00,Top
J14,130.8100,-78.4860,0.00,Top
JP1,160.0200,-80.6450,0.00,Bottom
JP2,122.6820,-77.4700,-90.00,Bottom
PPS1,165.6207,-76.8350,0.00,Bottom
PVT1,165.6207,-78.8670,0.00,Bottom
PWR1,165.6207,-74.8124,0.00,Bottom
R1,144.1450,-96.7100,-90.00,Top
R2,139.8270,-96.7100,-90.00,Top
R3,157.2260,-88.2650,90.00,Top
R4,138.1760,-96.7100,-90.00,Top
R5,150.2410,-100.3300,-90.00,Top
R6,165.6080,-74.6760,180.00,Top
R7,165.6080,-78.2320,180.00,Top
R8,122.6820,-76.7080,0.00,Top
R9,122.6820,-78.2320,180.00,Top
R11,165.6080,-80.0100,180.00,Top
R12,165.6080,-76.4540,180.00,Top
R17,123.8250,-110.2360,90.00,Top
R18,125.3490,-110.2360,90.00,Top
R19,125.3490,-87.8840,-90.00,Top
R20,123.8250,-87.8840,-90.00,Top
RTK1,165.6207,-80.8990,0.00,Bottom
SHLD1,117.4750,-93.3450,-90.00,Bottom
SHLD2,117.4750,-104.7750,-90.00,Bottom
TP9,146.0500,-104.1400,180.00,Bottom
TP10,123.8250,-97.1550,180.00,Bottom
TP12,146.0500,-107.9500,180.00,Bottom
TP14,126.3650,-97.1550,180.00,Bottom
TR2,125.0950,-99.6950,-90.00,Top
U1,151.7700,-88.9000,-90.00,Top
U2,155.3210,-106.1720,0.00,Top
U3,155.3050,-100.3300,90.00,Top
U4,160.0200,-88.2650,90.00,Top
U5,155.3210,-112.1410,-90.00,Top
VBACKUP.1,141.5907,-92.0750,180.00,Bottom
VOUT1,176.1490,-92.7100,-90.00,Bottom
VOUT2,176.1490,-105.4100,-90.00,Bottom
