Designator,Mid X,Mid Y,Rotation,Layer
C1,8.4455,15.6845,90.00,Top
C2,65.5955,34.6710,0.00,Top
C3,30.0990,46.6090,-90.00,Top
C4,22.3520,15.1130,0.00,Top
C5,22.4790,13.3350,0.00,Top
C6,28.1940,33.0835,90.00,Top
C7,5.0800,43.3070,180.00,Top
C8,69.5960,6.4135,180.00,Top
C9,65.6200,36.3180,180.00,Top
C10,5.0800,45.2120,180.00,Top
C11,19.1135,9.7790,180.00,Top
C12,68.8975,47.7520,0.00,Top
C13,18.0340,15.9385,180.00,Top
C14,2.7940,20.2565,-90.00,Top
C15,10.2870,15.7480,90.00,Top
C16,65.9765,4.7625,0.00,Top
C17,5.2070,41.4020,180.00,Top
C18,63.2460,27.7495,180.00,Top
C19,72.3510,40.6040,0.00,Top
C20,49.7840,4.0005,-90.00,Top
C21,15.0495,19.9390,-90.00,Top
C23,63.2460,25.7810,0.00,Top
C24,63.2460,21.9710,0.00,Top
C25,63.2460,20.0660,0.00,Top
C26,63.2460,18.1610,0.00,Top
C27,69.4690,36.5760,180.00,Top
C28,62.8650,42.8625,0.00,Top
C29,66.8020,42.7990,180.00,Top
C30,72.2630,38.6080,0.00,Top
C31,63.2460,23.8760,0.00,Top
CHG1,11.8745,2.3495,0.00,Top
CONN1,40.6400,2.7940,0.00,Top
D1,30.8610,6.8580,0.00,Top
D2,63.8175,46.8630,0.00,Top
D3,63.8810,44.9580,180.00,Top
D4,13.6525,14.6050,180.00,Top
D5,69.5960,40.8940,90.00,Top
D6,49.2760,8.0010,0.00,Top
EINK2,69.8754,26.5684,180.00,Bottom
IC2,33.9090,10.4140,-90.00,Top
IC4,40.7670,10.4775,180.00,Top
JP2,28.0670,39.1160,90.00,Top
L0,14.2875,2.2860,180.00,Top
L1,66.0400,39.4970,180.00,Top
LED2,15.8750,49.5300,0.00,Bottom
LED3,31.7500,49.5300,0.00,Bottom
LED4,48.2600,49.5300,0.00,Bottom
LED5,64.7700,49.5300,0.00,Bottom
ON0,16.5735,2.2860,180.00,Top
Q1,12.3190,11.6840,-90.00,Top
Q2,21.9710,17.7800,-90.00,Top
Q3,15.9385,11.9380,-90.00,Top
Q5,68.4530,45.3390,90.00,Top
R1,5.2705,21.4630,0.00,Top
R2,11.8110,5.4610,90.00,Top
R3,9.5250,9.7155,180.00,Top
R4,65.9765,2.9845,180.00,Top
R5,44.5770,4.0640,90.00,Top
R6,16.3195,5.3975,90.00,Top
R7,36.7030,4.1910,90.00,Top
R8,9.2075,13.3985,180.00,Top
R9,14.1605,5.4610,90.00,Top
R10,63.6270,5.4610,-90.00,Top
R11,65.9765,6.3500,0.00,Top
R12,14.6685,9.6520,0.00,Top
R13,72.7075,42.6720,180.00,Top
R14,9.4615,8.1280,180.00,Top
R15,22.0980,20.1930,0.00,Top
R16,29.2100,9.0170,0.00,Top
R17,28.1305,29.9085,90.00,Top
R18,49.2760,9.5250,180.00,Top
R19,17.3355,17.9705,0.00,Top
R20,5.5880,36.3855,90.00,Top
R21,71.8820,45.4660,-90.00,Top
R22,29.5910,3.3020,-90.00,Top
R23,46.1010,4.0640,-90.00,Top
R24,6.0325,25.2095,-90.00,Top
R25,62.1030,5.4610,90.00,Top
R26,34.4805,8.0010,0.00,Top
R27,63.1825,29.5275,0.00,Top
SENSE0,23.6220,4.5720,180.00,Top
SENSE1,56.3880,4.5720,180.00,Top
SP1,27.9400,15.8750,-90.00,Top
SW1,1.7780,38.1000,-90.00,Top
SW2,15.2400,3.8100,180.00,Bottom
SW3,1.7780,25.4000,-90.00,Top
SW4,67.3100,51.5620,180.00,Top
SW5,31.7500,3.8100,180.00,Bottom
SW6,48.2600,3.8100,180.00,Bottom
SW7,64.7700,3.8100,180.00,Bottom
TP1,1.2700,43.1800,-90.00,Top
TP6,1.2700,20.3200,0.00,Top
TP7,1.2700,20.3200,180.00,Bottom
TP8,1.2700,43.1800,180.00,Bottom
U1,40.0050,50.8000,180.00,Bottom
U2,69.5960,3.7465,90.00,Top
U3,17.4625,37.8460,0.00,Top
U4,19.1770,12.8270,0.00,Top
U$15,1.5875,32.0040,0.00,Top
U$69,80.0100,0.0000,180.00,Bottom
U$70,0.0000,0.0000,0.00,Top
X1,70.4215,11.6840,90.00,Top
X4,2.9210,12.7000,-90.00,Top
