Comment,Designator,Footprint,LCSC Part #
,U1,Adafruit MagTag 2.9in-import-fps:ALS-PT19-315C,
,U$69,Adafruit MagTag 2.9in-import-fps:MAGTAG_BOTTOM,
,U$70,Adafruit MagTag 2.9in-import-fps:MAGTAG_FRONT,
,U$15,Adafruit MagTag 2.9in-import-fps:PCBFEAT-REV-040,
,"SW2,SW5,SW6,SW7",Adafruit MagTag 2.9in-import-fps:TACTILE_3X6MM,
,"TP1,TP6,TP7,TP8",Adafruit MagTag 2.9in-import-fps:TESTPOINT_ROUND_1.5MM_NO,
0.1uF,"C2,C5,C15,C16,C21",Adafruit MagTag 2.9in-import-fps:0603-NO,C14663
0.47ohm,R13,Adafruit MagTag 2.9in-import-fps:0805_10MGAP,
100k,"R12,R14",Adafruit MagTag 2.9in-import-fps:0603-NO,C25803
100K,"R15,R26,R27",Adafruit MagTag 2.9in-import-fps:0603-NO,C25803
10K,"R1,R2,R5,R7,R9,R20",Adafruit MagTag 2.9in-import-fps:0603-NO,C98220
10uF,"C1,C20",Adafruit MagTag 2.9in-import-fps:0805-NO,
10uF/10V+,C9,Adafruit MagTag 2.9in-import-fps:0805-NO,
10uH,L1,Adafruit MagTag 2.9in-import-fps:INDUCTOR_4X4MM_NR401,
10µF,"C3,C4,C7,C8,C10,C11,C13,C17,C18",Adafruit MagTag 2.9in-import-fps:0805-NO,
1K,"R16,R18",Adafruit MagTag 2.9in-import-fps:0603-NO,C2907002
1Meg,"R10,R11,R17",Adafruit MagTag 2.9in-import-fps:0603-NO,C2907003
1uF,"C6,C12,C14",Adafruit MagTag 2.9in-import-fps:0603-NO,C5673
1uF,"C19,C23,C24,C25,C26,C27,C28,C30,C31",Adafruit MagTag 2.9in-import-fps:0805-NO,
3.6V,"D1,D6",Adafruit MagTag 2.9in-import-fps:SOD-323,
4.7uF/25V,C29,Adafruit MagTag 2.9in-import-fps:0805-NO,
47K,"R6,R19",Adafruit MagTag 2.9in-import-fps:0603-NO,C2907042
5.1K,"R3,R8",Adafruit MagTag 2.9in-import-fps:0603-NO,C23186
5.1k,R4,Adafruit MagTag 2.9in-import-fps:0603-NO,C23186
7.5mm SPK,SP1,Adafruit MagTag 2.9in-import-fps:BUZZER_SMT_7.5MM,
AP2112K-3.3,U4,Adafruit MagTag 2.9in-import-fps:SOT23-5,
DMG3415,Q2,Adafruit MagTag 2.9in-import-fps:SOT23-R,
DMG3415U-7,"Q1,Q3",Adafruit MagTag 2.9in-import-fps:SOT23-R,
DNP,"R22,R23,R24,R25",Adafruit MagTag 2.9in-import-fps:0603-NO,
DNP,R21,Adafruit MagTag 2.9in-import-fps:0805_10MGAP,
EINK_24PIN_290IN,EINK2,Adafruit MagTag 2.9in-import-fps:EINK_290IN,
ESP32-S2-WROVER,U3,Adafruit MagTag 2.9in-import-fps:MODULE_ESP32-S2-WROVER,
GREEN,ON0,Adafruit MagTag 2.9in-import-fps:CHIPLED_0603_NOOUTLINE,
IRLML0100,Q5,Adafruit MagTag 2.9in-import-fps:SOT23-3,
JST PH 3,"SENSE0,SENSE1",Adafruit MagTag 2.9in-import-fps:JSTPH3,
JSTPH,X1,Adafruit MagTag 2.9in-import-fps:JSTPH2_BATT,
LIS3DH,IC4,Adafruit MagTag 2.9in-import-fps:LGA16_3X3MM,
MBR0530,"D2,D3,D5",Adafruit MagTag 2.9in-import-fps:SOD-123,
MBR540,D4,Adafruit MagTag 2.9in-import-fps:SOD-123,
MCP73831T-2ACI/OT,U2,Adafruit MagTag 2.9in-import-fps:SOT23-5,
ORANGE,CHG1,Adafruit MagTag 2.9in-import-fps:CHIPLED_0603_NOOUTLINE,
PAM8301,IC2,Adafruit MagTag 2.9in-import-fps:SOT23-6,
RA_TACT,"SW1,SW3",Adafruit MagTag 2.9in-import-fps:SPST_TACTILE_RA,
RED,L0,Adafruit MagTag 2.9in-import-fps:CHIPLED_0603_NOOUTLINE,
SPDT R/A,SW4,Adafruit MagTag 2.9in-import-fps:SPDT_SMT_SSSS811101,
STEMMA_I2C_QT,CONN1,Adafruit MagTag 2.9in-import-fps:JST_SH4,C160404
UART,JP2,Adafruit MagTag 2.9in-import-fps:1X02_ROUND,C492401
USB C,X4,Adafruit MagTag 2.9in-import-fps:USB_C_CUSB31-CFM2AX-01-X,
WS2812B_4020,"LED2,LED3,LED4,LED5",Adafruit MagTag 2.9in-import-fps:WS2812B_4020,
