Ref,Val,Package,PosX,PosY,Rot,Side
"E$1","","ADAFRUIT_TEXT_30MM",28.829000,34.163000,0.000000,top
"PLABEL0","","PLABEL0",48.768000,48.768000,0.000000,top
"PLABEL1","","PLABEL1",37.084000,48.831500,0.000000,top
"PLABEL2","","PLABEL2",85.344000,40.830500,0.000000,top
"PLABEL3","","PLABEL3",80.454500,25.336500,0.000000,top
"PLABEL4","","PLABEL4",80.454500,16.954500,0.000000,top
"PLABEL5","","PLABEL5",80.454500,8.890000,0.000000,top
"PLABEL6","","PLABEL6",5.143500,8.763000,0.000000,top
"PLABEL7","","PLABEL7",23.876000,13.208000,0.000000,top
"PLABEL8","","PLABEL8",26.416000,13.208000,0.000000,top
"PLABEL9","","PLABEL9",28.956000,13.208000,0.000000,top
"PLABEL10","","PLABEL10",31.686500,13.208000,0.000000,top
"PLABEL11","","PLABEL11",34.036000,13.208000,0.000000,top
"PLABEL12","","PLABEL12",36.576000,13.208000,0.000000,top
"PLABEL13","","PLABEL13",39.179500,13.208000,0.000000,top
"PLABEL14","","PLABEL14",41.656000,13.208000,0.000000,top
"PLABEL15","","PLABEL15",44.259500,13.208000,0.000000,top
"PLABEL16","","PLABEL16",46.863000,13.208000,0.000000,top
"PLABEL17","","PLABEL17",49.403000,13.208000,0.000000,top
"PLABEL18","","PLABEL18",51.879500,13.208000,0.000000,top
"PLABEL19","","PLABEL19",54.419500,13.208000,0.000000,top
"PLABEL20","","PLABEL20",56.959500,13.208000,0.000000,top
"PLABEL21","","PLABEL21",59.436000,13.208000,0.000000,top
"PLABEL22","","PLABEL22",62.103000,13.208000,0.000000,top
"PLABEL23","","PLABEL23",45.593000,1.714500,0.000000,top
"PLABEL24","","PLABEL24",39.814500,1.714500,0.000000,top
"PLABEL25","","PLABEL25",24.003000,38.925500,0.000000,top
"PLABEL26","","PLABEL26",80.454500,14.287500,0.000000,top
"PLABEL27","","PLABEL27",28.067000,1.397000,0.000000,top
"PLABEL28","","PLABEL28",57.912000,1.397000,0.000000,top
"PLABEL29","","PLABEL29",42.926000,50.038000,0.000000,top
"PLABEL31","","PLABEL31",28.956000,50.546000,0.000000,top
"PLABEL32","","PLABEL32",14.224000,50.800000,0.000000,top
"PLABEL33","","PLABEL33",63.754000,49.784000,0.000000,top
"PLABEL34","","PLABEL34",23.749000,5.969000,0.000000,top
"PLABEL35","","PLABEL35",26.289000,5.969000,0.000000,top
"PLABEL36","","PLABEL36",28.829000,5.842000,0.000000,top
"PLABEL37","","PLABEL37",31.432500,5.842000,0.000000,top
"PLABEL38","","PLABEL38",33.909000,5.842000,0.000000,top
"PLABEL39","","PLABEL39",36.576000,5.842000,0.000000,top
"PLABEL40","","PLABEL40",39.052500,5.842000,0.000000,top
"PLABEL41","","PLABEL41",41.529000,6.223000,0.000000,top
"PLABEL42","","PLABEL42",44.132500,6.223000,0.000000,top
"PLABEL43","","PLABEL43",46.736000,5.842000,0.000000,top
"PLABEL44","","PLABEL44",49.276000,5.842000,0.000000,top
"PLABEL45","","PLABEL45",51.752500,5.842000,0.000000,top
"PLABEL46","","PLABEL46",54.673500,5.842000,0.000000,top
"PLABEL47","","PLABEL47",56.832500,5.842000,0.000000,top
"PLABEL48","","PLABEL48",59.309000,5.842000,0.000000,top
"PLABEL49","","PLABEL49",61.976000,5.842000,0.000000,top
"PLABEL50","","PLABEL50",13.462000,2.667000,0.000000,top
"PLABEL51","","PLABEL51",42.989500,25.400000,0.000000,top
"PLABEL52","","PLABEL52",51.435000,51.943000,0.000000,top
"U$1","MOUNTINGHOLE3.0THIN","MOUNTINGHOLE_3.0_PLATEDTHIN",3.810000,3.810000,0.000000,top
"U$2","MOUNTINGHOLE3.0THIN","MOUNTINGHOLE_3.0_PLATEDTHIN",81.915000,3.810000,0.000000,top
"U$3","MOUNTINGHOLE3.0THIN","MOUNTINGHOLE_3.0_PLATEDTHIN",3.810000,50.165000,0.000000,top
"U$4","MOUNTINGHOLE3.0THIN","MOUNTINGHOLE_3.0_PLATEDTHIN",81.915000,50.165000,0.000000,top
"U$86","","STEMMAQT",68.643500,0.381000,0.000000,top
