Comment,Designator,Footprint,LCSC Part #
,JP2,Adafruit 1.54in eInk Breakout-import-fps:1X13_ROUND_70,C2894936
,U$28,Adafruit 1.54in eInk Breakout-import-fps:ADAFRUIT_TEXT_20MM,
,U$9,Adafruit 1.54in eInk Breakout-import-fps:PCBFEAT-REV-040,
0.47ohm,R4,Adafruit 1.54in eInk Breakout-import-fps:0805_10MGAP,
100K,"R1,R2,R3,R5,R6",Adafruit 1.54in eInk Breakout-import-fps:0805-NO,C149504
10uF/10V+,C15,Adafruit 1.54in eInk Breakout-import-fps:0805-NO,
10uH,L1,Adafruit 1.54in eInk Breakout-import-fps:INDUCTOR_4X4MM_NR401,
10µF,"C20,C21",Adafruit 1.54in eInk Breakout-import-fps:0805-NO,
1uF,"C7,C8",Adafruit 1.54in eInk Breakout-import-fps:0805-NO,
1uF,C1,Adafruit 1.54in eInk Breakout-import-fps:0805_10MGAP,
1uF/10V,"C2,C6",Adafruit 1.54in eInk Breakout-import-fps:0805-NO,
1uF/25V,"C3,C4,C16,C22,C23",Adafruit 1.54in eInk Breakout-import-fps:0805-NO,
1uF/6V,C24,Adafruit 1.54in eInk Breakout-import-fps:0805-NO,
23K640-I/SN,U4,Adafruit 1.54in eInk Breakout-import-fps:SOIC8_150MIL,
4.7uF/25V,C5,Adafruit 1.54in eInk Breakout-import-fps:0805-NO,
74LVC245PW,IC1,Adafruit 1.54in eInk Breakout-import-fps:TSSOP20,
EINK_EPD0231EINK_154IN_200X200,EINK1,Adafruit 1.54in eInk Breakout-import-fps:EINK_154IN,
IRLML0100,Q5,Adafruit 1.54in eInk Breakout-import-fps:SOT23-3,
MBR0530,"D1,D2,D3",Adafruit 1.54in eInk Breakout-import-fps:SOD-123,
MIC5225-3.3,U2,Adafruit 1.54in eInk Breakout-import-fps:SOT23-5,
MICROSD,X1,Adafruit 1.54in eInk Breakout-import-fps:MICROSD,
