Designator,Mid X,Mid Y,Rotation,Layer
C1,21.4630,43.0530,0.00,Top
C2,35.1790,4.4450,180.00,Top
C3,21.7170,37.4650,0.00,Top
C4,21.8440,31.2420,0.00,Top
C5,21.8440,26.9240,0.00,Top
C6,14.2240,30.8610,-90.00,Top
C7,29.4640,4.1910,-90.00,Top
D1,17.5260,38.6080,-90.00,Top
D2,2.2860,31.7500,-90.00,Top
D3,6.6040,31.7500,-90.00,Top
IC1,29.8450,25.9080,90.00,Top
IC2,24.5110,4.5720,90.00,Top
IC3,24.5110,50.5460,-90.00,Top
J1,4.4450,39.1160,90.00,Top
JP1,68.8340,8.1280,0.00,Top
JP2,51.0540,8.1280,0.00,Top
JP3,15.8750,6.0960,90.00,Top
JP4,44.4500,48.7680,0.00,Top
JP5,66.2940,48.7680,0.00,Top
JP7,2.2860,20.1930,90.00,Top
PWR_SEL0,8.7630,15.7480,-90.00,Top
R1,20.4470,7.3660,90.00,Top
R2,13.7160,20.3200,90.00,Top
R3,17.5260,20.3200,90.00,Top
S1,8.6360,23.7490,-90.00,Top
U$2,11.6840,1.7780,0.00,Top
U$31,45.7200,28.4480,180.00,Bottom
