Designator,Comment,Footprint,OOMP ID,Reason
C1,0.1uF,menta-import-fps:C025-025X050,,No verified LCSC part number
C2,0.1uF,menta-import-fps:C025-025X050,,No verified LCSC part number
C3,10uF/25V,"menta-import-fps:E2,5-6",,No verified LCSC part number
C4,100/6VuF,"menta-import-fps:E2,5-6",,No verified LCSC part number
C5,0.1uF,menta-import-fps:C025-025X050,,No verified LCSC part number
C6,0.1uF,menta-import-fps:C025-025X050,,No verified LCSC part number
C7,100/6VuF,"menta-import-fps:E2,5-6",,No verified LCSC part number
D1,1N4001,menta-import-fps:DO41-10,,No verified LCSC part number
D2,,menta-import-fps:LED3MM,,No verified LCSC part number
D3,Green,menta-import-fps:LED3MM,,No verified LCSC part number
IC1,ATMEGA168P,menta-import-fps:DIL28_3,,No verified LCSC part number
IC2,,menta-import-fps:TO92-INLINE,,No verified LCSC part number
IC3,7805T,menta-import-fps:TO220H,,No verified LCSC part number
J1,2.1MMJACK,menta-import-fps:PJ-102A,,No verified LCSC part number
JP3,,menta-import-fps:2X03,,No verified LCSC part number
R1,10K,menta-import-fps:0207_10,,No verified LCSC part number
R2,1.0 K,menta-import-fps:0207_10,,No verified LCSC part number
R3,1.0 K,menta-import-fps:0207_10,,No verified LCSC part number
S1,RESET,menta-import-fps:B3F-10XX,,No verified LCSC part number
U$2,ARDUINO-NOHOLE,menta-import-fps:ARDUINO-NOHOLE,,No verified LCSC part number
U$31,,menta-import-fps:ALTOIDSTIN-DIM,,No verified LCSC part number
