Designator,Mid X,Mid Y,Rotation,Layer
C1,5.9690,5.0800,180.00,Top
C2,7.1120,7.3660,90.00,Top
CONN3,35.4330,8.8900,90.00,Top
CONN4,2.6670,8.8900,-90.00,Top
D1,9.9060,8.3820,-90.00,Top
IC1,15.6210,7.8740,135.00,Top
JP1,19.0500,2.5400,0.00,Top
JP2,19.0500,12.7000,0.00,Top
JP3,26.6700,5.0800,0.00,Top
JP7,19.0500,15.2400,180.00,Top
R1,9.0170,6.2230,90.00,Top
R2,10.7950,5.4610,-90.00,Top
R3,30.0990,8.8900,-90.00,Top
U$2,34.2900,5.8420,180.00,Bottom
U$30,35.3060,4.4450,90.00,Bottom
U$31,2.9210,13.3350,-90.00,Bottom
