Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit ANO Rotary Encoder to I2C-import-fps:1X06_ROUND_70,C37208
,E$2,Adafruit ANO Rotary Encoder to I2C-import-fps:ADAFRUIT_2.5MM,
,U$2,Adafruit ANO Rotary Encoder to I2C-import-fps:ADAFRUIT_5MM,
,U$33,Adafruit ANO Rotary Encoder to I2C-import-fps:PCBFEAT-REV-040,
,PLABEL0,Adafruit ANO Rotary Encoder to I2C-import-fps:PLABEL0,
,PLABEL1,Adafruit ANO Rotary Encoder to I2C-import-fps:PLABEL1,
,PLABEL10,Adafruit ANO Rotary Encoder to I2C-import-fps:PLABEL10,
,PLABEL11,Adafruit ANO Rotary Encoder to I2C-import-fps:PLABEL11,
,PLABEL2,Adafruit ANO Rotary Encoder to I2C-import-fps:PLABEL2,
,PLABEL3,Adafruit ANO Rotary Encoder to I2C-import-fps:PLABEL3,
,PLABEL4,Adafruit ANO Rotary Encoder to I2C-import-fps:PLABEL4,
,PLABEL5,Adafruit ANO Rotary Encoder to I2C-import-fps:PLABEL5,
,PLABEL6,Adafruit ANO Rotary Encoder to I2C-import-fps:PLABEL6,
,PLABEL7,Adafruit ANO Rotary Encoder to I2C-import-fps:PLABEL7,
,PLABEL8,Adafruit ANO Rotary Encoder to I2C-import-fps:PLABEL8,
,PLABEL9,Adafruit ANO Rotary Encoder to I2C-import-fps:PLABEL9,
,"U$34,U$35",Adafruit ANO Rotary Encoder to I2C-import-fps:STEMMAQT,
0.1uF,C4,Adafruit ANO Rotary Encoder to I2C-import-fps:0603-NO,C14663
10K,"R1,R2,R3,R4,R7",Adafruit ANO Rotary Encoder to I2C-import-fps:0603-NO,C98220
10K Pack,R5,Adafruit ANO Rotary Encoder to I2C-import-fps:RESPACK_4X0603,C98220
10uF,"C2,C3",Adafruit ANO Rotary Encoder to I2C-import-fps:0805-NO,
ATTINY8X6_QFN,X2,Adafruit ANO Rotary Encoder to I2C-import-fps:QFN20_3MM,
ENCODER_ANO,X1,Adafruit ANO Rotary Encoder to I2C-import-fps:ENCODER_ANO,
GREEN,D1,Adafruit ANO Rotary Encoder to I2C-import-fps:CHIPLED_0603_NOOUTLINE,
red,D2,Adafruit ANO Rotary Encoder to I2C-import-fps:CHIPLED_0603_NOOUTLINE,
STEMMA_I2C_QT,"CONN3,CONN4",Adafruit ANO Rotary Encoder to I2C-import-fps:JST_SH4,C160404
