Comment,Designator,Footprint,LCSC Part #
,"U$3,U$4",16-pin SOIC+TSSOP-import-fps:ADAFRUIT_3.5MM,
,"JP1,JP2",16-pin SOIC+TSSOP-import-fps:PADS-8,
16-PINSOIC-NW,U$1,16-pin SOIC+TSSOP-import-fps:SO16-NW,
16-PINTSSOP-NW,U$2,16-pin SOIC+TSSOP-import-fps:TSSOP16-NW,
