Designator,Mid X,Mid Y,Rotation,Layer
C1,9.1440,12.1920,180.00,Top
C2,2.2860,5.7150,0.00,Top
C3,2.5400,10.7950,180.00,Top
C4,9.0170,5.4610,0.00,Top
D1,5.3340,8.8900,90.00,Top
JP1,8.8900,2.5400,0.00,Top
Q2,13.9700,6.4770,90.00,Top
R1,5.9690,12.1920,180.00,Top
R3,14.4780,9.7790,180.00,Top
U2,2.5400,8.2550,-90.00,Top
U$1,8.0010,3.4290,180.00,Bottom
U$8,15.2400,5.7150,0.00,Top
U$18,8.8900,8.8900,-90.00,Top
U$27,2.0320,4.9530,180.00,Bottom
