Comment,Designator,Footprint,LCSC Part #
,"U$16,U$17",MicroMod-Teensy-Lockable-import-fps:LOCKED4#PNG,
,U$8,MicroMod-Teensy-Lockable-import-fps:MEAS2,
,"U$7,U$11",MicroMod-Teensy-Lockable-import-fps:MICROMOD_LOGO_.3,
,U$4,MicroMod-Teensy-Lockable-import-fps:MICROMOD_MI_LOGO_.35,
,"TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13",MicroMod-Teensy-Lockable-import-fps:PAD.03X.03,
,U$9,MicroMod-Teensy-Lockable-import-fps:PROG0,
,U$6,MicroMod-Teensy-Lockable-import-fps:SFE_LOGO_FLAME_.1,
,MEAS0,MicroMod-Teensy-Lockable-import-fps:SMT-JUMPER_2_NC_TRACE_SILK,
,U$10,MicroMod-Teensy-Lockable-import-fps:STAT1,
,"U$1,U$3",MicroMod-Teensy-Lockable-import-fps:TEENSY2,
0.22uF,"C3,C4,C12,C13,C15,C17,C20,C22,C23,C24,C25,C28,C29",MicroMod-Teensy-Lockable-import-fps:0402-TIGHT,
100k,"R2,R5,R6",MicroMod-Teensy-Lockable-import-fps:0402-TIGHT,C25530
10nF,"C5,C16",MicroMod-Teensy-Lockable-import-fps:0402-TIGHT,C5137480
10uF,"C10,C19,C21",MicroMod-Teensy-Lockable-import-fps:0402-TIGHT,C15525
120mA/40V/370mV,"D2,D3,D4",MicroMod-Teensy-Lockable-import-fps:SOD-523,
120Ω,"FB1,FB2",MicroMod-Teensy-Lockable-import-fps:0402-TIGHT,
12pF,"C6,C7",MicroMod-Teensy-Lockable-import-fps:0402-TIGHT,
1k,"R1,R7",MicroMod-Teensy-Lockable-import-fps:0402-TIGHT,C2906864
2.2M,R4,MicroMod-Teensy-Lockable-import-fps:0402-TIGHT,C2998080
2.2uF,"C1,C11",MicroMod-Teensy-Lockable-import-fps:0402-TIGHT,C12530
20pF,"C8,C9",MicroMod-Teensy-Lockable-import-fps:0402-TIGHT,
20V/0.2A/8MHz/1.2Ω/1Vth,Q2,MicroMod-Teensy-Lockable-import-fps:SOT-416FL,
20V/4.2A/52mΩ/1.4W,Q1,MicroMod-Teensy-Lockable-import-fps:SOT23-3,
24MHz,Y2,MicroMod-Teensy-Lockable-import-fps:CRYSTAL-SMD-2.0X1.6MM,
32.768kHz,Y1,MicroMod-Teensy-Lockable-import-fps:CRYSTAL-SMD-3.2X1.5MM,C32346
4.7uF,"C2,C14,C18,C26,C27",MicroMod-Teensy-Lockable-import-fps:0402-TIGHT,C368809
4.7μH,L2,MicroMod-Teensy-Lockable-import-fps:1008(2520),
BLUE,D1,MicroMod-Teensy-Lockable-import-fps:LED-0603,
FIDUCIALUFIDUCIAL,"FD1,FD2,FD3,FD4",MicroMod-Teensy-Lockable-import-fps:FIDUCIAL-MICRO,
FRAME-LEDGER,FRAME1,MicroMod-Teensy-Lockable-import-fps:CREATIVE_COMMONS,
IMXRT1062DV10X10,U1,MicroMod-Teensy-Lockable-import-fps:IMXRT1062,
MICROMOD-2222,J1,MicroMod-Teensy-Lockable-import-fps:M.2-CARD-E-22,
MKL02Z32VFG4,U3,MicroMod-Teensy-Lockable-import-fps:QFN-16,
W25QXX128MBIT-6X5,U4,MicroMod-Teensy-Lockable-import-fps:WSON-8-6X5-SKINNY_CENTERPAD,
Yellow,D5,MicroMod-Teensy-Lockable-import-fps:LED-0603,
