Designator,Comment,Footprint,OOMP ID,Reason
C1,10uF,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C2,10uF,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C3,10uF,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
DISP1,DISP_LCD_GENERIC_SPI_2.0IN_240X320,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:TFT_2.0IN_240X320_12P,,No verified LCSC part number
IC1,RESET_SUPERVISORAPX80X_SA,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:SOT23-WIDE,,No verified LCSC part number
PLABEL0,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL0,,No verified LCSC part number
PLABEL1,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL1,,No verified LCSC part number
PLABEL2,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL2,,No verified LCSC part number
PLABEL3,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL3,,No verified LCSC part number
PLABEL4,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL4,,No verified LCSC part number
PLABEL5,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL5,,No verified LCSC part number
PLABEL6,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL6,,No verified LCSC part number
PLABEL7,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL7,,No verified LCSC part number
PLABEL8,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL8,,No verified LCSC part number
PLABEL9,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL9,,No verified LCSC part number
PLABEL10,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL10,,No verified LCSC part number
PLABEL11,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL11,,No verified LCSC part number
PLABEL12,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL12,,No verified LCSC part number
PLABEL13,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL13,,No verified LCSC part number
PLABEL14,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL14,,No verified LCSC part number
PLABEL15,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL15,,No verified LCSC part number
PLABEL16,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL16,,No verified LCSC part number
PLABEL17,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL17,,No verified LCSC part number
PLABEL18,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL18,,No verified LCSC part number
PLABEL19,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL19,,No verified LCSC part number
PLABEL20,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL20,,No verified LCSC part number
PLABEL21,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL21,,No verified LCSC part number
PLABEL22,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL22,,No verified LCSC part number
PLABEL23,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PLABEL23,,No verified LCSC part number
U2,AP2127K-3.3,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:SOT23-5,,No verified LCSC part number
U3,74HC4050D,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:SOIC16,,No verified LCSC part number
U$20,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:ADAFRUIT_TEXT_30MM,,No verified LCSC part number
U$24,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
U$28,,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:EYESPI_MINI_LOGO,,No verified LCSC part number
X1,MICROSD,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:MICROSD,,No verified LCSC part number
X2,EYE_SPI_DISPLAY_FLIP,Adafruit EYESPI 2.0 Inch 240x320 IPS TFT-import-fps:EYE_SPI_DISPLAY_BOTCONTACT,,No verified LCSC part number
