Designator,Comment,Footprint,OOMP ID,Reason
C1,0.1uF,mintyboostv2-import-fps:C025-025X050,,No verified LCSC part number
C3,220uF,"mintyboostv2-import-fps:E2,5-5",,No verified LCSC part number
C4,220uF,"mintyboostv2-import-fps:E2,5-5",,No verified LCSC part number
D1,1N5817,mintyboostv2-import-fps:DO41-7,,No verified LCSC part number
IC1,LT1302,mintyboostv2-import-fps:DIL08,,No verified LCSC part number
L1,L,mintyboostv2-import-fps:6000,,No verified LCSC part number
R1,49.9K,mintyboostv2-import-fps:0204_5,,No verified LCSC part number
R2,75K,mintyboostv2-import-fps:0204_5,,No verified LCSC part number
R3,49.9K,mintyboostv2-import-fps:0204_5,,No verified LCSC part number
R4,75K,mintyboostv2-import-fps:0204_5,,No verified LCSC part number
R5,3.3k,mintyboostv2-import-fps:0204_5,,No verified LCSC part number
X1,,mintyboostv2-import-fps:PN87520,,No verified LCSC part number
