Designator,Mid X,Mid Y,Rotation,Layer
C1,19.9440,18.6328,0.00,Top
C2,12.7254,11.5570,90.00,Top
C3,12.6365,9.5250,-90.00,Top
C4,14.6720,13.3835,180.00,Top
C5,29.0068,13.3731,-90.00,Top
C6,28.5750,11.1760,180.00,Top
C7,28.3210,9.0805,180.00,Top
C8,28.3210,8.1915,0.00,Top
C9,14.0970,8.4455,180.00,Top
C10,23.0582,18.9788,180.00,Top
C11,12.7000,4.4450,90.00,Top
C12,23.0505,17.6530,180.00,Top
C13,27.4955,7.3025,0.00,Top
C14,16.7640,10.2870,180.00,Top
C15,17.4625,12.8270,90.00,Top
C17,28.2575,10.2870,0.00,Top
C18,16.7640,9.3980,0.00,Top
C20,10.2235,12.1285,180.00,Top
CHG0,1.9050,5.3975,-90.00,Top
CONN1,33.0835,16.3195,-90.00,Top
D3,20.2565,4.1910,0.00,Top
D4,5.7150,20.1295,90.00,Top
D+1,1.4605,10.2235,180.00,Bottom
D-1,1.3970,12.8270,180.00,Bottom
IC1,22.2885,10.1600,-90.00,Top
JP1,25.4000,1.2700,180.00,Top
JP3,30.4800,21.6535,0.00,Top
L0,1.8195,17.4225,90.00,Top
LED1,26.9748,4.3180,-90.00,Top
PLABEL62,35.3060,10.2235,180.00,Bottom
PLABEL63,16.0655,7.3660,0.00,Top
PLABEL64,9.7790,7.3660,0.00,Top
PLABEL65,3.7973,5.5118,90.00,Top
PLABEL66,3.6068,17.1958,90.00,Top
PLABEL67,6.1595,2.8575,0.00,Top
PLABEL68,13.8430,2.7940,0.00,Top
PLABEL69,16.7005,2.7940,0.00,Top
PLABEL70,19.0500,2.7940,0.00,Top
PLABEL71,21.5900,2.7940,0.00,Top
PLABEL72,24.1300,2.7940,0.00,Top
PLABEL73,26.6700,2.7940,0.00,Top
PLABEL74,29.2100,2.7940,0.00,Top
PLABEL75,27.8130,20.5105,0.00,Top
PLABEL76,24.1300,20.1295,0.00,Top
PLABEL77,21.5900,20.1295,0.00,Top
PLABEL78,18.9230,20.1295,0.00,Top
PLABEL79,16.3195,20.1930,0.00,Top
PLABEL80,10.2870,2.7940,0.00,Top
PLABEL81,30.2260,15.5575,90.00,Top
PLABEL82,31.6230,2.7940,0.00,Top
PLABEL83,34.4805,2.7940,0.00,Top
PLABEL84,36.8300,2.7940,0.00,Top
PLABEL85,39.3700,2.7940,0.00,Top
PLABEL86,41.9100,2.7940,0.00,Top
