Designator,Mid X,Mid Y,Rotation,Layer
C16,22.7330,12.9540,0.00,Top
C19,18.2880,10.6680,90.00,Top
C21,24.3840,10.3505,90.00,Top
C26,1.5240,14.0970,-90.00,Top
C28,3.6830,14.3510,90.00,Top
CN1,12.7000,4.0640,180.00,Top
PLABEL0,18.6690,5.0165,0.00,Top
PLABEL1,1.9685,16.7005,0.00,Top
PLABEL2,12.7000,11.8745,180.00,Bottom
PLABEL3,16.0655,1.9685,180.00,Bottom
PLABEL4,11.3665,6.1595,90.00,Bottom
Q2,5.4610,10.5410,180.00,Top
R1,2.6670,10.5410,90.00,Top
R2,9.1440,10.6680,180.00,Top
R3,21.8440,16.1925,-90.00,Top
R4,23.6220,16.3195,-90.00,Top
R5,13.2080,10.6680,180.00,Top
U4,21.5900,10.2235,-90.00,Top
U$4,0.8890,4.5720,0.00,Top
U$6,8.2550,19.8120,180.00,Bottom
U$21,14.7320,17.9070,180.00,Bottom
X1,12.7000,17.5260,180.00,Top
