Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit BMP390-import-fps:1X08_ROUND_70,C492421
,U$2,Adafruit BMP390-import-fps:ADAFRUIT_2.5MM,
,U$46,Adafruit BMP390-import-fps:ADAFRUIT_3.5MM,
,U$47,Adafruit BMP390-import-fps:PCBFEAT-REV-040,
,"U$48,U$49",Adafruit BMP390-import-fps:STEMMAQT,
0.1uF,C6,Adafruit BMP390-import-fps:0603-NO,C14663
10K,"R1,R4,R5",Adafruit BMP390-import-fps:0603-NO,C98220
10K,R2,Adafruit BMP390-import-fps:RESPACK_4X0603,C98220
10uF,"C4,C5",Adafruit BMP390-import-fps:0805-NO,
1N4148,D2,Adafruit BMP390-import-fps:SOD-323,
AP2112K-3.3,U1,Adafruit BMP390-import-fps:SOT23-5,
BMP388,IC1,Adafruit BMP390-import-fps:BMP388,
BSS138,Q2,Adafruit BMP390-import-fps:SOT363,
GREEN,D1,Adafruit BMP390-import-fps:CHIPLED_0603_NOOUTLINE,
STEMMA_I2C_QT,"CONN3,CONN4",Adafruit BMP390-import-fps:JST_SH4,C160404
