Comment,Designator,Footprint,LCSC Part #
,"JP2,JP3",Adafruit AD5693R Breakout Board-import-fps:1X02_ROUND,C492401
,JP1,Adafruit AD5693R Breakout Board-import-fps:1X06_ROUND_70,C37208
,U$8,Adafruit AD5693R Breakout Board-import-fps:PCBFEAT-REV-040,
,PLABEL0,Adafruit AD5693R Breakout Board-import-fps:PLABEL0,
,PLABEL1,Adafruit AD5693R Breakout Board-import-fps:PLABEL1,
,PLABEL10,Adafruit AD5693R Breakout Board-import-fps:PLABEL10,
,PLABEL11,Adafruit AD5693R Breakout Board-import-fps:PLABEL11,
,PLABEL12,Adafruit AD5693R Breakout Board-import-fps:PLABEL12,
,PLABEL13,Adafruit AD5693R Breakout Board-import-fps:PLABEL13,
,PLABEL14,Adafruit AD5693R Breakout Board-import-fps:PLABEL14,
,PLABEL15,Adafruit AD5693R Breakout Board-import-fps:PLABEL15,
,PLABEL2,Adafruit AD5693R Breakout Board-import-fps:PLABEL2,
,PLABEL3,Adafruit AD5693R Breakout Board-import-fps:PLABEL3,
,PLABEL4,Adafruit AD5693R Breakout Board-import-fps:PLABEL4,
,PLABEL5,Adafruit AD5693R Breakout Board-import-fps:PLABEL5,
,PLABEL6,Adafruit AD5693R Breakout Board-import-fps:PLABEL6,
,PLABEL7,Adafruit AD5693R Breakout Board-import-fps:PLABEL7,
,PLABEL8,Adafruit AD5693R Breakout Board-import-fps:PLABEL8,
,PLABEL9,Adafruit AD5693R Breakout Board-import-fps:PLABEL9,
,"U$31,U$32",Adafruit AD5693R Breakout Board-import-fps:STEMMAQT,
,"U$4,U$5",Adafruit AD5693R Breakout Board-import-fps:SYMBOL_MINUS,
,"U$2,U$7",Adafruit AD5693R Breakout Board-import-fps:SYMBOL_PLUS,
0.1uF,"C1,C4",Adafruit AD5693R Breakout Board-import-fps:0603-NO,C14663
10K,R2,Adafruit AD5693R Breakout Board-import-fps:0603-NO,C98220
10K Pack,R1,Adafruit AD5693R Breakout Board-import-fps:RESPACK_4X0603,C98220
10uF,C3,Adafruit AD5693R Breakout Board-import-fps:0805-NO,
3.5mm Terminal Block,X1,Adafruit AD5693R Breakout Board-import-fps:TERMBLOCK_1X2-3.5MM,
AD5693R_10PIN_RMZ,IC2,Adafruit AD5693R Breakout Board-import-fps:MSOP10,
GREEN,D1,Adafruit AD5693R Breakout Board-import-fps:CHIPLED_0603_NOOUTLINE,
STEMMA_I2C_QT,"CONN3,CONN4",Adafruit AD5693R Breakout Board-import-fps:JST_SH4,C160404
