Designator,Comment,Footprint,OOMP ID,Reason
C4,47uF,Adafruit I2S Audio UDA1334 Bonnet-import-fps:PANASONIC_C,,No verified LCSC part number
C5,10uF,Adafruit I2S Audio UDA1334 Bonnet-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C6,47uF,Adafruit I2S Audio UDA1334 Bonnet-import-fps:PANASONIC_C,,No verified LCSC part number
C11,10uF,Adafruit I2S Audio UDA1334 Bonnet-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C13,10uF,Adafruit I2S Audio UDA1334 Bonnet-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C14,10uF,Adafruit I2S Audio UDA1334 Bonnet-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
CONN2,AUDIO_DUAL_RCA,Adafruit I2S Audio UDA1334 Bonnet-import-fps:RCA_DUAL_JACK,,No verified LCSC part number
FB1,Ferrite,Adafruit I2S Audio UDA1334 Bonnet-import-fps:0805,,No verified LCSC part number
FB2,Ferrite,Adafruit I2S Audio UDA1334 Bonnet-import-fps:0805,,No verified LCSC part number
Q1, DMG2305,Adafruit I2S Audio UDA1334 Bonnet-import-fps:SOT23-WIDE,,No verified LCSC part number
RPI1,RASPBERRYPI_BPLUS_BONNET_THMSMT,Adafruit I2S Audio UDA1334 Bonnet-import-fps:PI_BONNET_THMSMT,,No verified LCSC part number
U1,UDA1334ATS,Adafruit I2S Audio UDA1334 Bonnet-import-fps:SSOP16_4.4MM,,No verified LCSC part number
U2,AP2112-3.3K,Adafruit I2S Audio UDA1334 Bonnet-import-fps:SOT23-5,,No verified LCSC part number
U$5,,Adafruit I2S Audio UDA1334 Bonnet-import-fps:ADAFRUIT_5MM,,No verified LCSC part number
U$11,,Adafruit I2S Audio UDA1334 Bonnet-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
X2,19269,Adafruit I2S Audio UDA1334 Bonnet-import-fps:4UCONN_19269,,No verified LCSC part number
