Designator,Mid X,Mid Y,Rotation,Layer
C1,125.3000,-115.6000,-90.00,Top
C2,123.5000,-119.0000,-90.00,Top
D1,125.0000,-110.5000,180.00,Top
K1,119.0000,-111.3000,0.00,Top
K2,101.5000,-119.0000,90.00,Bottom
K3,119.0000,-126.7000,180.00,Top
K4,107.0000,-111.0000,180.00,Top
R1,131.6000,-112.6000,180.00,Top
R2,123.6000,-115.5000,90.00,Top
R3,125.0000,-112.5000,180.00,Top
R4,109.5000,-127.0000,-90.00,Top
R5,111.0000,-127.0000,-90.00,Top
U1,134.6000,-119.0000,90.00,Bottom
U2,118.0000,-119.0000,-90.00,Top
