Designator,Comment,Footprint,OOMP ID,Reason
A0,,Adafruit Motor Shield v2.3-import-fps:SOLDERJUMPER_REFLOW_NOPASTE,,No verified LCSC part number
A1,,Adafruit Motor Shield v2.3-import-fps:SOLDERJUMPER_REFLOW_NOPASTE,,No verified LCSC part number
A2,,Adafruit Motor Shield v2.3-import-fps:SOLDERJUMPER_REFLOW_NOPASTE,,No verified LCSC part number
A3,,Adafruit Motor Shield v2.3-import-fps:SOLDERJUMPER_REFLOW_NOPASTE,,No verified LCSC part number
A4,,Adafruit Motor Shield v2.3-import-fps:SOLDERJUMPER_REFLOW_NOPASTE,,No verified LCSC part number
C1,0.1uF,Adafruit Motor Shield v2.3-import-fps:0805-NO,,No verified LCSC part number
C2,0.1uF,Adafruit Motor Shield v2.3-import-fps:0805-NO,,No verified LCSC part number
C3,0.1uF,Adafruit Motor Shield v2.3-import-fps:0805-NO,,No verified LCSC part number
C4,47uF/16v,Adafruit Motor Shield v2.3-import-fps:PANASONIC_C,,No verified LCSC part number
C5,47uF+/16v,Adafruit Motor Shield v2.3-import-fps:PANASONIC_C,,No verified LCSC part number
C6,10uF,Adafruit Motor Shield v2.3-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C9,10\0uF 6.3V,Adafruit Motor Shield v2.3-import-fps:PANASONIC_C,,No verified LCSC part number
C10,10uF,Adafruit Motor Shield v2.3-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
CN1,1X4-CLEANBIG,Adafruit Motor Shield v2.3-import-fps:1X04-CLEANBIG,,No verified LCSC part number
D0-7,,Adafruit Motor Shield v2.3-import-fps:1X08-CLEANBIG,,No verified LCSC part number
IC1,TB6612FNG,Adafruit Motor Shield v2.3-import-fps:SSOP24,,No verified LCSC part number
IC3,TB6612FNG,Adafruit Motor Shield v2.3-import-fps:SSOP24,,No verified LCSC part number
LED1,Green,Adafruit Motor Shield v2.3-import-fps:CHIPLED_0805_NOOUTLINE,electronic_led_0805_green,No verified LCSC part number
PWR0,,Adafruit Motor Shield v2.3-import-fps:JP1,,No verified LCSC part number
Q1,AOD417,Adafruit Motor Shield v2.3-import-fps:D-PAK_TO252AA,,No verified LCSC part number
SW1,SPST_TACT-EVQQ2,Adafruit Motor Shield v2.3-import-fps:EVQ-Q2,,No verified LCSC part number
TP1,,Adafruit Motor Shield v2.3-import-fps:TESTPOINT_ROUND_2MM,,No verified LCSC part number
TP2,,Adafruit Motor Shield v2.3-import-fps:TESTPOINT_ROUND_2MM,,No verified LCSC part number
TP3,,Adafruit Motor Shield v2.3-import-fps:TESTPOINT_ROUND_2MM,,No verified LCSC part number
TP4,,Adafruit Motor Shield v2.3-import-fps:TESTPOINT_ROUND_2MM,,No verified LCSC part number
TP5,,Adafruit Motor Shield v2.3-import-fps:TESTPOINT_ROUND_2MM,,No verified LCSC part number
U2,PCA9685,Adafruit Motor Shield v2.3-import-fps:TSSOP28,,No verified LCSC part number
U$1,ARDUINO_R3_ICSP,Adafruit Motor Shield v2.3-import-fps:ARDUINOR3_ICSP,,No verified LCSC part number
U$2,FIDUCIAL,Adafruit Motor Shield v2.3-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$3,FIDUCIAL,Adafruit Motor Shield v2.3-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$4,FIDUCIAL,Adafruit Motor Shield v2.3-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$5,,Adafruit Motor Shield v2.3-import-fps:ADAFRUIT_TEXT_30MM,,No verified LCSC part number
U$6,,Adafruit Motor Shield v2.3-import-fps:ADAFRUIT_3.5MM,,No verified LCSC part number
