Comment,Designator,Footprint,LCSC Part #
,U$6,Adafruit bicolor bargraph 24-import-fps:ADAFRUIT_3.5MM,
,U$5,Adafruit bicolor bargraph 24-import-fps:ADAFRUIT_TEXT_20MM,
,"A0,A1,A2",Adafruit bicolor bargraph 24-import-fps:SOLDERJUMPER_REFLOW_NOPASTE,
10K,"R1,R2",Adafruit bicolor bargraph 24-import-fps:0805-NO,C17414
10uF,C1,Adafruit bicolor bargraph 24-import-fps:0805-NO,
1N4148,D1,Adafruit bicolor bargraph 24-import-fps:SOD-323F,
1X4-CLEANBIG,CN1,Adafruit bicolor bargraph 24-import-fps:1X04-CLEANBIG,
28-SOIC,U2,Adafruit bicolor bargraph 24-import-fps:SOP28_300MIL,
47K,"R3,R4,R5",Adafruit bicolor bargraph 24-import-fps:0805-NO,C17713
FIDUCIAL,"U$1,U$2",Adafruit bicolor bargraph 24-import-fps:FIDUCIAL_1MM,
KWL-R1230CDUGB,"LED1,LED2",Adafruit bicolor bargraph 24-import-fps:SEGMENT_BICOL_BL-AR12Z3010,
