Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit BME680-import-fps:1X07_ROUND_70,C7501585
,U$4,Adafruit BME680-import-fps:ADAFRUIT_2.5MM,
,U$25,Adafruit BME680-import-fps:PCBFEAT-REV-040,
,"U$30,U$31",Adafruit BME680-import-fps:STEMMAQT,
0.1uF,C1,Adafruit BME680-import-fps:0603-NO,C14663
10K,"R1,R4,R5",Adafruit BME680-import-fps:0603-NO,C98220
10K,R3,Adafruit BME680-import-fps:RESPACK_4X0603,C98220
10uF,"C2,C3",Adafruit BME680-import-fps:0805-NO,
1N4148,D2,Adafruit BME680-import-fps:SOD-323,
AP2112K-3.3,U2,Adafruit BME680-import-fps:SOT23-5,
BME680,IC1,Adafruit BME680-import-fps:BME680,
BSS138,Q2,Adafruit BME680-import-fps:SOT363,
GREEN,D1,Adafruit BME680-import-fps:CHIPLED_0603_NOOUTLINE,
STEMMA_I2C_QT,"CONN3,CONN4",Adafruit BME680-import-fps:JST_SH4,C160404
