Comment,Designator,Footprint,LCSC Part #
,U$24,SparkFun_Tsunami_Qwiic-import-fps:#1#0,
,U$178,SparkFun_Tsunami_Qwiic-import-fps:#1#17,
,U$37,SparkFun_Tsunami_Qwiic-import-fps:#10#0,
,U$80,SparkFun_Tsunami_Qwiic-import-fps:#10#17,
,U$38,SparkFun_Tsunami_Qwiic-import-fps:#11#0,
,U$79,SparkFun_Tsunami_Qwiic-import-fps:#11#17,
,U$39,SparkFun_Tsunami_Qwiic-import-fps:#12#0,
,U$78,SparkFun_Tsunami_Qwiic-import-fps:#12#17,
,U$43,SparkFun_Tsunami_Qwiic-import-fps:#13#0,
,U$77,SparkFun_Tsunami_Qwiic-import-fps:#13#17,
,U$48,SparkFun_Tsunami_Qwiic-import-fps:#14#0,
,U$76,SparkFun_Tsunami_Qwiic-import-fps:#14#17,
,U$49,SparkFun_Tsunami_Qwiic-import-fps:#15#0,
,U$75,SparkFun_Tsunami_Qwiic-import-fps:#15#17,
,U$50,SparkFun_Tsunami_Qwiic-import-fps:#16#0,
,U$74,SparkFun_Tsunami_Qwiic-import-fps:#16#5,
,U$11,SparkFun_Tsunami_Qwiic-import-fps:#1L#0,
,U$166,SparkFun_Tsunami_Qwiic-import-fps:#1L#2,
,U$116,SparkFun_Tsunami_Qwiic-import-fps:#1L#3,
,U$119,SparkFun_Tsunami_Qwiic-import-fps:#1L#6,
,"U$12,U$120",SparkFun_Tsunami_Qwiic-import-fps:#1R#0,
,U$121,SparkFun_Tsunami_Qwiic-import-fps:#1R#2,
,U$164,SparkFun_Tsunami_Qwiic-import-fps:#1R#3,
,U$29,SparkFun_Tsunami_Qwiic-import-fps:#2#0,
,U$177,SparkFun_Tsunami_Qwiic-import-fps:#2#17,
,U$19,SparkFun_Tsunami_Qwiic-import-fps:#2#5,
,U$57,SparkFun_Tsunami_Qwiic-import-fps:#2#6,
,"U$10,U$167",SparkFun_Tsunami_Qwiic-import-fps:#2L#0,
,U$13,SparkFun_Tsunami_Qwiic-import-fps:#2R#0,
,U$168,SparkFun_Tsunami_Qwiic-import-fps:#2R#3,
,U$30,SparkFun_Tsunami_Qwiic-import-fps:#3#0,
,U$176,SparkFun_Tsunami_Qwiic-import-fps:#3#17,
,U$15,SparkFun_Tsunami_Qwiic-import-fps:#3L#0,
,U$169,SparkFun_Tsunami_Qwiic-import-fps:#3L#3,
,U$14,SparkFun_Tsunami_Qwiic-import-fps:#3R#0,
,U$170,SparkFun_Tsunami_Qwiic-import-fps:#3R#4,
,"U$41,U$112",SparkFun_Tsunami_Qwiic-import-fps:#3V3#0,
,U$44,SparkFun_Tsunami_Qwiic-import-fps:#3V3_A#0,
