Designator,Mid X,Mid Y,Rotation,Layer
C1,12.7635,8.9535,0.00,Top
C2,17.7800,5.5880,180.00,Top
C3,17.3990,11.9380,0.00,Top
CONN3,22.8600,8.8900,90.00,Top
CONN4,2.5400,8.8900,-90.00,Top
D1,3.5560,12.5730,90.00,Top
IC1,12.7000,8.8900,180.00,Bottom
JP2,12.7000,2.5400,180.00,Bottom
Q2,8.1280,6.2865,90.00,Top
R1,5.7252,12.7864,-90.00,Top
R3,8.5928,11.3030,180.00,Top
U2,17.6530,8.6360,0.00,Top
U$4,20.5943,10.3403,180.00,Bottom
U$22,8.1128,3.4823,180.00,Bottom
U$25,5.5372,4.1656,0.00,Top
U$30,22.4790,4.4450,90.00,Bottom
U$31,2.9210,13.3350,-90.00,Bottom
