Comment,Designator,Footprint,LCSC Part #
,JP2,Adafruit MLX90640 IR Thermal Camera-import-fps:1X05_ROUND,C42431835
,"U$4,U$22",Adafruit MLX90640 IR Thermal Camera-import-fps:ADAFRUIT_3.5MM,
,U$25,Adafruit MLX90640 IR Thermal Camera-import-fps:PCBFEAT-REV-040,
,"U$30,U$31",Adafruit MLX90640 IR Thermal Camera-import-fps:STEMMAQT,
0.1uF,C1,Adafruit MLX90640 IR Thermal Camera-import-fps:0603-NO,C14663
10K,R1,Adafruit MLX90640 IR Thermal Camera-import-fps:0603-NO,C98220
10uF,"C2,C3",Adafruit MLX90640 IR Thermal Camera-import-fps:0805-NO,
4.7K,R3,Adafruit MLX90640 IR Thermal Camera-import-fps:RESPACK_4X0603,C23162
AP2112K-3.3,U2,Adafruit MLX90640 IR Thermal Camera-import-fps:SOT23-5,
BSS138,Q2,Adafruit MLX90640 IR Thermal Camera-import-fps:SOT363,
GREEN,D1,Adafruit MLX90640 IR Thermal Camera-import-fps:CHIPLED_0603_NOOUTLINE,
MLX90640,IC1,Adafruit MLX90640 IR Thermal Camera-import-fps:MLX90640,
STEMMA_I2C_QT,"CONN3,CONN4",Adafruit MLX90640 IR Thermal Camera-import-fps:JST_SH4,C160404
