Designator,Comment,Footprint,OOMP ID,Reason
BUSY0,TPTP15SQ,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:TP15SQ,,No verified LCSC part number
C1,1uF,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:0805_10MGAP,,No verified LCSC part number
C2,1uF/10V,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:0805-NO,,No verified LCSC part number
C3,1uF/25V,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:0805-NO,,No verified LCSC part number
C4,1uF/25V,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:0805-NO,,No verified LCSC part number
C5,10uF/25V,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C6,1uF/10V,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:0805-NO,,No verified LCSC part number
C15,10uF/10V+,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C16,1uF,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:0805-NO,,No verified LCSC part number
C21,10µF,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C22,1uF/25V,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:0805-NO,,No verified LCSC part number
C23,1uF/25V,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:0805-NO,,No verified LCSC part number
C24,1uF,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:0805-NO,,No verified LCSC part number
D1,MBR0530,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:SOD-123,,No verified LCSC part number
D2,MBR0530,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:SOD-123,,No verified LCSC part number
D3,MBR0530,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:SOD-123,,No verified LCSC part number
D4,1N4148,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:SOD-323F,electronic_diode_switching_sod_323_onsemi_1n4148ws,No verified LCSC part number
EINK1,EINK_EPD0231,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:EINK_213IN_104X212,,No verified LCSC part number
IC5,AXP803,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:SOT23,,No verified LCSC part number
L1,10uH,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:INDUCTOR_4X4MM_NR401,,No verified LCSC part number
MS1,FEATHERWING_SMTDUALNOHOLES,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:FEATHERWING_SMT_NOHOLES,,No verified LCSC part number
Q5,IRLML0100,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:SOT23-3,,No verified LCSC part number
R4,.47ohm,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:0805_10MGAP,,No verified LCSC part number
SW1,6mm SMT,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:EVQ-Q2_SMALLER,,No verified LCSC part number
TP1,TPTP15SQ,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:TP15SQ,,No verified LCSC part number
TP2,TPTP15SQ,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:TP15SQ,,No verified LCSC part number
TP3,TPTP15SQ,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:TP15SQ,,No verified LCSC part number
TP4,TPTP15SQ,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:TP15SQ,,No verified LCSC part number
TP5,TPTP15SQ,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:TP15SQ,,No verified LCSC part number
TP6,TPTP15SQ,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:TP15SQ,,No verified LCSC part number
TP7,TPTP15SQ,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:TP15SQ,,No verified LCSC part number
TP8,TPTP15SQ,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:TP15SQ,,No verified LCSC part number
TP9,TPTP15SQ,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:TP15SQ,,No verified LCSC part number
TP11,TPTP15SQ,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:TP15SQ,,No verified LCSC part number
TP12,TPTP15SQ,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:TP15SQ,,No verified LCSC part number
TP13,TPTP15SQ,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:TP15SQ,,No verified LCSC part number
U4,23K640-I/SN,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:SOIC8_150MIL,,No verified LCSC part number
U$8,,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:ADAFRUIT_5MM,,No verified LCSC part number
U$9,,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
X1,MICROSD,Adafruit 2.13in Tri-Color eInk FeatherWing-import-fps:MICROSD,,No verified LCSC part number
