Designator,Mid X,Mid Y,Rotation,Layer
C1,116.0000,-137.0000,180.00,Top
C2,115.2000,-135.0000,180.00,Top
C3,103.9000,-134.8000,180.00,Top
C4,99.3000,-139.5000,-90.00,Top
C5,111.5000,-136.3000,-90.00,Top
C6,114.0000,-142.3000,180.00,Top
C7,97.8000,-135.6000,90.00,Top
K1,109.4400,-129.5000,0.00,Bottom
K2,100.5500,-129.5000,0.00,Bottom
K3,93.3000,-146.7000,180.00,Top
K4,84.0400,-129.5000,0.00,Top
K5,93.3000,-131.3000,0.00,Top
K6,85.0000,-139.5000,-90.00,Top
Q1,113.5000,-138.9000,90.00,Top
R1,99.3000,-142.1000,-90.00,Top
R2,99.3000,-136.9000,90.00,Top
R3,109.2000,-134.8000,0.00,Top
R4,106.5000,-134.8000,0.00,Top
R5,87.0000,-145.7000,-90.00,Top
R6,87.0000,-148.3000,90.00,Top
R7,116.3000,-139.4000,90.00,Top
U1,105.5000,-140.0000,-90.00,Top
U2,92.7000,-139.0000,-90.00,Top
