Designator,Comment,Footprint,OOMP ID,Reason
BATT0,3-9VDC,adafruit flora mainboard-import-fps:JST-PH-2-SMT-RA,,No verified LCSC part number
BOOT0,SPST_TACT-KMR2,adafruit flora mainboard-import-fps:KMR2,,No verified LCSC part number
C2,18pF,adafruit flora mainboard-import-fps:C0805K,,No verified LCSC part number
C3,18pF,adafruit flora mainboard-import-fps:C0805K,,No verified LCSC part number
C4,10uF,adafruit flora mainboard-import-fps:C0805K,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C5,10uF,adafruit flora mainboard-import-fps:C0805K,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C6,10uF,adafruit flora mainboard-import-fps:C0805K,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C7,10uF,adafruit flora mainboard-import-fps:C0805K,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C8,10uF,adafruit flora mainboard-import-fps:C0805K,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C9,10uF,adafruit flora mainboard-import-fps:C0805K,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
CN1,MiniB USB,adafruit flora mainboard-import-fps:USB-MINIB_LARGER,,No verified LCSC part number
D1,SCHOTTKY,adafruit flora mainboard-import-fps:SOD-123,,No verified LCSC part number
D2,SCHOTTKY,adafruit flora mainboard-import-fps:SOD-123,,No verified LCSC part number
IC1,ATMEGA32U4-AU,adafruit flora mainboard-import-fps:TQFP44,,No verified LCSC part number
IC2,LP2985-3.3v,adafruit flora mainboard-import-fps:SOT23-5L,,No verified LCSC part number
JP1,ICSP,adafruit flora mainboard-import-fps:2X03,,No verified LCSC part number
L0,RED,adafruit flora mainboard-import-fps:CHIPLED_0805,electronic_led_0805_red,No verified LCSC part number
L1,500mA,adafruit flora mainboard-import-fps:R1206,,No verified LCSC part number
ON/OFF0,EG1390,adafruit flora mainboard-import-fps:EG1390,,No verified LCSC part number
PWR0,GREEN,adafruit flora mainboard-import-fps:CHIPLED_0805,electronic_led_0805_green,No verified LCSC part number
RXLED0,YELLOW,adafruit flora mainboard-import-fps:CHIPLED_0805,electronic_led_0805_yellow,No verified LCSC part number
T1,IRLML2246,adafruit flora mainboard-import-fps:SOT-23,,No verified LCSC part number
TXLED0,YELLOW,adafruit flora mainboard-import-fps:CHIPLED_0805,electronic_led_0805_yellow,No verified LCSC part number
U$2,FIDUCIAL,adafruit flora mainboard-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$3,,adafruit flora mainboard-import-fps:ADAFRUIT_2.5MM,,No verified LCSC part number
U$4,,adafruit flora mainboard-import-fps:FLORAMED,,No verified LCSC part number
U$6,FIDUCIAL,adafruit flora mainboard-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
X3,8MHz,adafruit flora mainboard-import-fps:NX5032,,No verified LCSC part number
