Comment,Designator,Footprint,LCSC Part #
,U$3,adafruit flora mainboard-import-fps:ADAFRUIT_2.5MM,
,U$4,adafruit flora mainboard-import-fps:FLORAMED,
10K,"R7,R9",adafruit flora mainboard-import-fps:R0805,C17414
10uF,"C4,C5,C6,C7,C8,C9",adafruit flora mainboard-import-fps:C0805K,
150K,R8,adafruit flora mainboard-import-fps:R0805,C2907228
18pF,"C2,C3",adafruit flora mainboard-import-fps:C0805K,
1K,"R4,R5,R6",adafruit flora mainboard-import-fps:R0805,C17513
22,"R1,R2",adafruit flora mainboard-import-fps:R0805,C2907310
3-9VDC,BATT0,adafruit flora mainboard-import-fps:JST-PH-2-SMT-RA,
470,R3,adafruit flora mainboard-import-fps:R0805,C17710
500mA,L1,adafruit flora mainboard-import-fps:R1206,
8MHz,X3,adafruit flora mainboard-import-fps:NX5032,
ATMEGA32U4-AU,IC1,adafruit flora mainboard-import-fps:TQFP44,
EG1390,ON/OFF0,adafruit flora mainboard-import-fps:EG1390,
FIDUCIAL,"U$2,U$6",adafruit flora mainboard-import-fps:FIDUCIAL_1MM,
GREEN,PWR0,adafruit flora mainboard-import-fps:CHIPLED_0805,
ICSP,JP1,adafruit flora mainboard-import-fps:2X03,
IRLML2246,T1,adafruit flora mainboard-import-fps:SOT-23,
LP2985-3.3v,IC2,adafruit flora mainboard-import-fps:SOT23-5L,
MiniB USB,CN1,adafruit flora mainboard-import-fps:USB-MINIB_LARGER,
RED,L0,adafruit flora mainboard-import-fps:CHIPLED_0805,
SCHOTTKY,"D1,D2",adafruit flora mainboard-import-fps:SOD-123,
SPST_TACT-KMR2,BOOT0,adafruit flora mainboard-import-fps:KMR2,
YELLOW,"RXLED0,TXLED0",adafruit flora mainboard-import-fps:CHIPLED_0805,
