Designator,Mid X,Mid Y,Rotation,Layer
C1,10.9980,7.3520,-90.00,Top
C2,8.2410,5.5120,0.00,Top
C3,9.7650,11.6080,0.00,Top
C4,12.7000,7.4930,-90.00,Top
C5,18.7960,6.4770,-90.00,Top
C6,20.5740,7.7470,90.00,Top
CONN3,33.0200,8.8900,90.00,Top
CONN4,2.5400,8.8900,-90.00,Top
D1,5.9180,5.3200,180.00,Top
D2,24.1300,6.7310,90.00,Top
D3,22.4790,6.7310,90.00,Top
IC1,15.7480,7.6200,-90.00,Top
JP2,5.7540,20.3000,90.00,Top
JP3,17.7800,2.5400,0.00,Top
Q2,27.2910,5.6390,90.00,Top
R1,6.4010,11.6980,180.00,Top
R2,15.3670,5.3340,0.00,Top
R3,27.6100,10.3010,90.00,Top
R4,24.1300,11.3030,0.00,Top
U2,8.6220,8.6870,0.00,Top
U$22,5.0660,0.4320,0.00,Top
U$25,29.4500,47.6760,180.00,Bottom
U$28,27.9400,26.9240,180.00,Bottom
U$30,32.4420,4.4480,90.00,Bottom
U$31,2.9070,13.3860,-90.00,Bottom
