Comment,Designator,Footprint,LCSC Part #
,"JP1,JP2,JP3,JP4",Adafruit Trellis 4x4 3mm HT16K33-import-fps:1X5_SMT,C42431835
,"C1,C2,C3,C4",Adafruit Trellis 4x4 3mm HT16K33-import-fps:_0805,
,U$3,Adafruit Trellis 4x4 3mm HT16K33-import-fps:ADAFRUIT_TEXT_20MM,
,SW1,Adafruit Trellis 4x4 3mm HT16K33-import-fps:ELAST_PAD_SQUARE_10MM_5.4MM_4X4GRID,
,"A0,A1,A2",Adafruit Trellis 4x4 3mm HT16K33-import-fps:SOLDERJUMPER_REFLOW_NOPASTE,
,"TP1,TP2,TP3,TP4",Adafruit Trellis 4x4 3mm HT16K33-import-fps:TESTPOINT_SMT,
10K,"R1,R2",Adafruit Trellis 4x4 3mm HT16K33-import-fps:_0805,C17414
10uF,C5,Adafruit Trellis 4x4 3mm HT16K33-import-fps:_0805,
1N4148,"D1,D2,D5,D6,D7,D8,D9,D10,D11,D12,D13",Adafruit Trellis 4x4 3mm HT16K33-import-fps:SOD-323,
1N4148,D4,Adafruit Trellis 4x4 3mm HT16K33-import-fps:SOD-323F,
47K,"R3,R4,R5",Adafruit Trellis 4x4 3mm HT16K33-import-fps:R0805,C17713
HT16K33 28SOP,U1,Adafruit Trellis 4x4 3mm HT16K33-import-fps:SOP28_300MIL,
TBD,LED1,Adafruit Trellis 4x4 3mm HT16K33-import-fps:LED3MM-4X4GRID,
