Designator,Comment,Footprint,OOMP ID,Reason
C1,10uF,Adafruit AirLift FeatherWing rev C-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C2,10uF,Adafruit AirLift FeatherWing rev C-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C6,10uF,Adafruit AirLift FeatherWing rev C-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C8,10uF,Adafruit AirLift FeatherWing rev C-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C10,10uF,Adafruit AirLift FeatherWing rev C-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
D3,RGB,Adafruit AirLift FeatherWing rev C-import-fps:RGBLED_3535_PLCC6,,No verified LCSC part number
D4,MBR0520,Adafruit AirLift FeatherWing rev C-import-fps:SOD-123,,No verified LCSC part number
ECC1,ATECCx08,Adafruit AirLift FeatherWing rev C-import-fps:SOIC8,,No verified LCSC part number
IC2,74AHC1G125,Adafruit AirLift FeatherWing rev C-import-fps:SOT23-5L,,No verified LCSC part number
PLABEL0,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL0,,No verified LCSC part number
PLABEL1,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL1,,No verified LCSC part number
PLABEL2,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL2,,No verified LCSC part number
PLABEL3,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL3,,No verified LCSC part number
PLABEL4,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL4,,No verified LCSC part number
PLABEL5,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL5,,No verified LCSC part number
PLABEL6,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL6,,No verified LCSC part number
PLABEL7,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL7,,No verified LCSC part number
PLABEL8,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL8,,No verified LCSC part number
PLABEL9,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL9,,No verified LCSC part number
PLABEL10,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL10,,No verified LCSC part number
PLABEL11,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL11,,No verified LCSC part number
PLABEL12,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL12,,No verified LCSC part number
PLABEL13,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL13,,No verified LCSC part number
PLABEL14,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL14,,No verified LCSC part number
PLABEL15,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL15,,No verified LCSC part number
PLABEL16,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL16,,No verified LCSC part number
PLABEL17,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL17,,No verified LCSC part number
PLABEL18,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL18,,No verified LCSC part number
PLABEL19,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL19,,No verified LCSC part number
PLABEL20,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL20,,No verified LCSC part number
PLABEL21,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL21,,No verified LCSC part number
PLABEL22,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL22,,No verified LCSC part number
PLABEL23,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL23,,No verified LCSC part number
PLABEL24,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL24,,No verified LCSC part number
PLABEL25,,Adafruit AirLift FeatherWing rev C-import-fps:PLABEL25,,No verified LCSC part number
