Designator,Mid X,Mid Y,Rotation,Layer
C1,22.4790,14.9860,0.00,Top
C2,41.5417,19.1516,0.00,Top
C6,17.1146,14.9206,180.00,Top
C8,22.5136,16.9568,0.00,Top
C10,22.5298,13.0302,0.00,Top
C12,22.5044,11.3030,0.00,Top
CONN1,3.0480,11.4300,-90.00,Top
D3,12.3190,6.7310,-90.00,Top
D4,19.7612,16.7894,90.00,Top
ECC1,10.1600,13.4620,-90.00,Top
IC2,21.6916,5.2578,-90.00,Top
JP1,25.4000,1.2700,180.00,Top
JP3,30.4800,21.5900,0.00,Top
PLABEL0,21.7170,20.0660,0.00,Top
PLABEL1,6.3500,2.9210,0.00,Top
PLABEL2,9.0170,2.7940,0.00,Top
PLABEL3,19.1770,2.7940,0.00,Top
PLABEL4,16.7640,2.7940,0.00,Top
PLABEL5,31.7500,2.9210,0.00,Top
PLABEL6,34.2900,3.3020,90.00,Top
PLABEL7,36.8300,3.0480,90.00,Top
PLABEL8,39.3700,3.3020,90.00,Top
PLABEL9,41.9100,3.0480,90.00,Top
PLABEL10,16.5100,20.0660,0.00,Top
PLABEL11,14.0970,2.7940,0.00,Top
PLABEL12,19.0500,20.0660,0.00,Top
PLABEL13,9.9568,18.1102,0.00,Top
PLABEL14,21.6916,2.7432,0.00,Top
PLABEL15,41.8465,20.3200,0.00,Top
PLABEL16,45.2755,19.6850,90.00,Top
PLABEL17,24.2316,2.7686,0.00,Top
PLABEL18,27.8130,11.3030,90.00,Top
PLABEL19,18.7960,6.2230,90.00,Top
PLABEL20,9.7028,16.5862,0.00,Top
PLABEL21,41.9100,5.5880,90.00,Bottom
PLABEL22,39.3700,5.7150,90.00,Bottom
PLABEL23,34.2900,2.2860,90.00,Bottom
PLABEL24,36.8300,2.2860,90.00,Bottom
PLABEL25,31.7500,2.2860,90.00,Bottom
PLABEL26,15.3670,2.7940,180.00,Bottom
PLABEL27,31.6230,16.8910,-90.00,Bottom
PLABEL28,24.1300,20.5740,-90.00,Bottom
PLABEL29,29.2100,20.5740,-90.00,Bottom
PLABEL30,26.6700,20.5740,-90.00,Bottom
PLABEL31,19.0500,20.5740,-90.00,Bottom
PLABEL32,21.4630,20.5740,-90.00,Bottom
PLABEL33,44.4500,20.4470,-90.00,Bottom
PLABEL34,41.9100,20.4470,-90.00,Bottom
Q3,17.0434,17.8562,0.00,Top
R2,8.2550,5.0800,0.00,Top
R3,8.2550,6.7310,0.00,Top
R4,8.2550,8.3820,0.00,Top
R5,9.3980,10.2870,0.00,Top
R6,12.4460,10.2870,180.00,Top
R7,16.0655,12.3190,90.00,Top
R8,22.2758,7.4930,0.00,Top
R12,14.7320,15.8242,90.00,Top
SW2,9.9314,20.4216,0.00,Top
U2,18.8468,12.2936,-90.00,Top
U$6,20.3200,3.4290,180.00,Bottom
U$7,38.6080,5.8420,180.00,Bottom
U$12,0.1270,8.7630,90.00,Bottom
U$13,37.6555,12.2555,180.00,Bottom
U$15,2.7940,4.3180,0.00,Top
U$34,5.7404,20.6756,-90.00,Top
U$35,46.5292,3.5630,-90.00,Top
X1,38.1000,11.4300,-90.00,Top
