Designator,Mid X,Mid Y,Rotation,Layer
CN1,3.1115,43.1800,-90.00,Top
PLABEL0,6.8580,36.8300,0.00,Top
PLABEL1,5.0800,47.2440,0.00,Top
PLABEL2,12.8270,47.1170,0.00,Top
PLABEL3,20.5740,47.1170,0.00,Top
PLABEL4,14.6050,42.1640,0.00,Top
PLABEL5,18.4150,36.8300,0.00,Top
PLABEL6,12.7000,47.4980,180.00,Bottom
PLABEL7,19.9390,39.8780,0.00,Top
Q1,12.4460,41.4020,90.00,Top
R1,8.3820,41.4020,180.00,Top
R2,12.4460,44.1960,0.00,Top
SOIL1,6.9850,33.0200,90.00,Top
SOIL2,18.4150,33.2740,90.00,Top
U$1,6.2230,42.6720,0.00,Top
U$2,1.6510,39.3700,0.00,Top
U$3,24.5110,51.1810,0.00,Top
U$5,18.5420,36.5760,180.00,Bottom
