Comment,Designator,Footprint,LCSC Part #
,JP2,Adafruit_EMC2101-import-fps:1X04_ROUND,C42431795
,JP1,Adafruit_EMC2101-import-fps:1X06_ROUND_70,C37208
,U$22,Adafruit_EMC2101-import-fps:ADAFRUIT_3.5MM,
,U$25,Adafruit_EMC2101-import-fps:PCBFEAT-REV-040,
,"U$30,U$31",Adafruit_EMC2101-import-fps:STEMMAQT,
0.1uF,C1,Adafruit_EMC2101-import-fps:0603-NO,C14663
10K,R1,Adafruit_EMC2101-import-fps:_0603MP,C98220
10K,R3,Adafruit_EMC2101-import-fps:RESPACK_4X0603,C98220
10uF,"C2,C3",Adafruit_EMC2101-import-fps:0805-NO,
AP2112K-3.3,U2,Adafruit_EMC2101-import-fps:SOT23-5,
EMC2101-AZCL,X1,Adafruit_EMC2101-import-fps:MSOP8_0.65MM,
GREEN,D1,Adafruit_EMC2101-import-fps:CHIPLED_0603_NOOUTLINE,
STEMMA_I2C_QT,"CONN3,CONN4",Adafruit_EMC2101-import-fps:JST_SH4,C160404
