Comment,Designator,Footprint,LCSC Part #
,U$37,Adafruit MPR121Q QT Gator Breakout-import-fps:ADAFRUIT_3.5MM,
,U$10,Adafruit MPR121Q QT Gator Breakout-import-fps:PCBFEAT-REV-040,
,"U$39,U$40",Adafruit MPR121Q QT Gator Breakout-import-fps:STEMMAQT,
0.1uF,"C4,C7",Adafruit MPR121Q QT Gator Breakout-import-fps:0603-NO,C14663
100K,R6,Adafruit MPR121Q QT Gator Breakout-import-fps:0603-NO,C25803
10K,"R7,R9",Adafruit MPR121Q QT Gator Breakout-import-fps:0603-NO,C98220
10K,R8,Adafruit MPR121Q QT Gator Breakout-import-fps:RESPACK_4X0603,C98220
10uF,"C5,C6",Adafruit MPR121Q QT Gator Breakout-import-fps:0805-NO,
75K,R5,Adafruit MPR121Q QT Gator Breakout-import-fps:0603-NO,C2907067
AP2112K-3.3,U2,Adafruit MPR121Q QT Gator Breakout-import-fps:SOT23-5,
BSS138,Q3,Adafruit MPR121Q QT Gator Breakout-import-fps:SOT363,
GREEN,D2,Adafruit MPR121Q QT Gator Breakout-import-fps:CHIPLED_0603_NOOUTLINE,
MPR121,U1,Adafruit MPR121Q QT Gator Breakout-import-fps:QFN20_3MM_NOTHERMAL,
RED,D1,Adafruit MPR121Q QT Gator Breakout-import-fps:CHIPLED_0603_NOOUTLINE,
STEMMA_I2C_QT,"CONN3,CONN4",Adafruit MPR121Q QT Gator Breakout-import-fps:JST_SH4,C160404
