Designator,Comment,Footprint,OOMP ID,Reason
BOOT0,red,Adafruit Gemma-import-fps:CHIPLED_0805_NOOUTLINE,electronic_led_0805_red,No verified LCSC part number
C1,10uF,Adafruit Gemma-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C8,10uF,Adafruit Gemma-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
CN1,JST-PH,Adafruit Gemma-import-fps:JST-PH-2-SMT-RA,,No verified LCSC part number
D2,SCHOTTKY,Adafruit Gemma-import-fps:SOD-123FL,,No verified LCSC part number
D3,SCHOTTKY,Adafruit Gemma-import-fps:SOD-123FL,,No verified LCSC part number
IC2,MIC5225-3.3v,Adafruit Gemma-import-fps:SOT23-5L,,No verified LCSC part number
IC3,ATTINY85,Adafruit Gemma-import-fps:SOIC8,,No verified LCSC part number
PWR0,green,Adafruit Gemma-import-fps:CHIPLED_0805_NOOUTLINE,electronic_led_0805_green,No verified LCSC part number
Q1,reset,Adafruit Gemma-import-fps:BTN_KMR2_4.6X2.8,,No verified LCSC part number
TP1,"TPB2,54","Adafruit Gemma-import-fps:B2,54",,No verified LCSC part number
U$1,FIDUCIAL,Adafruit Gemma-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$2,,Adafruit Gemma-import-fps:ADAFRUIT_2.5MM,,No verified LCSC part number
U$6,FIDUCIAL,Adafruit Gemma-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$7,,Adafruit Gemma-import-fps:ADAFRUIT_TEXT_20MM,,No verified LCSC part number
X2,MiniB,Adafruit Gemma-import-fps:USB-MINI_MEDIUM,,No verified LCSC part number
