Comment,Designator,Footprint,LCSC Part #
,"JP1,JP3",Adafruit CH552 QT Py-import-fps:1X07_CASTEL,C7501585
,U$11,Adafruit CH552 QT Py-import-fps:ADAFRUIT_3.5MM,
,U$12,Adafruit CH552 QT Py-import-fps:PCBFEAT-REV-040,
,PLABEL0,Adafruit CH552 QT Py-import-fps:PLABEL0,
,PLABEL1,Adafruit CH552 QT Py-import-fps:PLABEL1,
,PLABEL10,Adafruit CH552 QT Py-import-fps:PLABEL10,
,PLABEL11,Adafruit CH552 QT Py-import-fps:PLABEL11,
,PLABEL12,Adafruit CH552 QT Py-import-fps:PLABEL12,
,PLABEL13,Adafruit CH552 QT Py-import-fps:PLABEL13,
,PLABEL14,Adafruit CH552 QT Py-import-fps:PLABEL14,
,PLABEL2,Adafruit CH552 QT Py-import-fps:PLABEL2,
,PLABEL3,Adafruit CH552 QT Py-import-fps:PLABEL3,
,PLABEL4,Adafruit CH552 QT Py-import-fps:PLABEL4,
,PLABEL5,Adafruit CH552 QT Py-import-fps:PLABEL5,
,PLABEL6,Adafruit CH552 QT Py-import-fps:PLABEL6,
,PLABEL7,Adafruit CH552 QT Py-import-fps:PLABEL7,
,PLABEL8,Adafruit CH552 QT Py-import-fps:PLABEL8,
,PLABEL9,Adafruit CH552 QT Py-import-fps:PLABEL9,
,U$13,Adafruit CH552 QT Py-import-fps:QTPY_CH522_TOP,
,U$21,Adafruit CH552 QT Py-import-fps:QTPY_CH552_BOT,
,TP2,Adafruit CH552 QT Py-import-fps:TESTPOINT_MINUS_1X3MM,
,TP1,Adafruit CH552 QT Py-import-fps:TESTPOINT_PLUS_1X3MM,
10K,"R1,R2",Adafruit CH552 QT Py-import-fps:_0402NO,C2906861
10uF,"C1,C8",Adafruit CH552 QT Py-import-fps:_0805MP,
1uF,"C2,C3,C4",Adafruit CH552 QT Py-import-fps:_0402NO,C2887021
5.1K,"R5,R6",Adafruit CH552 QT Py-import-fps:_0402NO,C25905
AP2112K-3.3,U1,Adafruit CH552 QT Py-import-fps:SOT23-5,
BTN_BOOT,B2,Adafruit CH552 QT Py-import-fps:BTN_RKB2_4.6X2.8,
BTN_RST,B1,Adafruit CH552 QT Py-import-fps:BTN_RKB2_4.6X2.8,
CH552PP,IC1,Adafruit CH552 QT Py-import-fps:QFN16_3MM,
FIDUCIAL_1MM,"U$6,U$8",Adafruit CH552 QT Py-import-fps:FIDUCIAL_1MM,
NSR0320,D1,Adafruit CH552 QT Py-import-fps:SOD-323_MINI,
STEMMA_I2C_QTSKINNY,CONN1,Adafruit CH552 QT Py-import-fps:JST_SH4_SKINNY,
"TPB1,27",SWC1,"Adafruit CH552 QT Py-import-fps:B1,27",
TPTP15R,SWC2,Adafruit CH552 QT Py-import-fps:TP15R,
USB TYPE C,X6,Adafruit CH552 QT Py-import-fps:USB_C_CUSB31-CFM2AX-01-X,
WS2812B_SK6805_1515,LED1,Adafruit CH552 QT Py-import-fps:SK6805_1515,
