Designator,Mid X,Mid Y,Rotation,Layer
B1,5.5626,1.9050,180.00,Top
B2,5.6642,6.1214,180.00,Top
C1,13.5890,9.9060,-90.00,Top
C2,4.5085,12.8270,180.00,Top
C3,13.7795,12.0396,0.00,Top
C4,7.1120,8.1788,180.00,Top
C8,12.0523,7.3279,0.00,Top
CONN1,11.6332,2.5273,0.00,Top
D1,11.7094,12.9540,180.00,Top
IC1,6.0960,10.4902,0.00,Top
JP1,1.2700,10.3505,-90.00,Top
JP3,16.5100,10.3505,90.00,Top
LED1,9.4615,7.2263,-90.00,Top
PLABEL0,15.4940,10.2870,180.00,Bottom
PLABEL1,15.4940,7.8740,180.00,Bottom
PLABEL2,14.8590,4.0640,90.00,Bottom
PLABEL3,14.8590,1.5240,90.00,Bottom
PLABEL4,2.9210,1.5240,90.00,Bottom
PLABEL5,2.9210,4.0640,90.00,Bottom
PLABEL6,5.2070,7.8740,180.00,Bottom
PLABEL7,5.2070,10.4140,180.00,Bottom
PLABEL8,5.2070,12.8270,180.00,Bottom
PLABEL9,2.9210,14.3510,90.00,Bottom
PLABEL10,2.7940,16.8910,90.00,Bottom
PLABEL11,14.9860,17.5260,90.00,Bottom
PLABEL12,14.9860,13.7160,90.00,Bottom
PLABEL13,15.3670,12.7000,180.00,Bottom
PLABEL14,9.0170,6.7310,180.00,Bottom
R1,14.1097,5.7531,-90.00,Top
R2,4.2926,8.2423,180.00,Top
R5,3.0480,16.7259,0.00,Top
R6,14.3510,17.0434,180.00,Top
SWC1,6.5659,3.5433,180.00,Bottom
SWC2,9.2075,13.0175,180.00,Bottom
TP1,10.6045,18.9230,-90.00,Bottom
TP2,7.1755,18.9230,-90.00,Bottom
U1,11.1252,10.1346,180.00,Top
U$6,11.6332,0.9906,0.00,Top
U$8,8.8900,19.6850,0.00,Top
U$11,10.6680,8.2550,180.00,Bottom
U$12,9.0805,15.2781,180.00,Bottom
U$13,0.0000,0.0000,0.00,Top
U$21,17.7800,0.0000,180.00,Bottom
X6,8.8900,16.6370,180.00,Top
