Designator,Comment,Footprint,OOMP ID,Reason
IC1,RESET_SUPERVISORAPX80X_SA,Adafruit 2.2in TFT HAT rev B-import-fps:SOT23-WIDE,,No verified LCSC part number
PLABEL0,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL0,,No verified LCSC part number
PLABEL1,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL1,,No verified LCSC part number
PLABEL2,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL2,,No verified LCSC part number
PLABEL3,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL3,,No verified LCSC part number
PLABEL4,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL4,,No verified LCSC part number
PLABEL5,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL5,,No verified LCSC part number
PLABEL6,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL6,,No verified LCSC part number
PLABEL7,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL7,,No verified LCSC part number
PLABEL8,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL8,,No verified LCSC part number
PLABEL9,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL9,,No verified LCSC part number
PLABEL10,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL10,,No verified LCSC part number
PLABEL11,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL11,,No verified LCSC part number
PLABEL12,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL12,,No verified LCSC part number
PLABEL13,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL13,,No verified LCSC part number
PLABEL14,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL14,,No verified LCSC part number
PLABEL15,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL15,,No verified LCSC part number
PLABEL16,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL16,,No verified LCSC part number
PLABEL17,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL17,,No verified LCSC part number
PLABEL18,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL18,,No verified LCSC part number
PLABEL19,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL19,,No verified LCSC part number
PLABEL20,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL20,,No verified LCSC part number
PLABEL21,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL21,,No verified LCSC part number
PLABEL22,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL22,,No verified LCSC part number
PLABEL23,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL23,,No verified LCSC part number
PLABEL24,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL24,,No verified LCSC part number
PLABEL25,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL25,,No verified LCSC part number
PLABEL26,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL26,,No verified LCSC part number
PLABEL27,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL27,,No verified LCSC part number
PLABEL28,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL28,,No verified LCSC part number
PLABEL29,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL29,,No verified LCSC part number
PLABEL30,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL30,,No verified LCSC part number
PLABEL31,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL31,,No verified LCSC part number
PLABEL32,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL32,,No verified LCSC part number
PLABEL33,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL33,,No verified LCSC part number
PLABEL34,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL34,,No verified LCSC part number
PLABEL35,,Adafruit 2.2in TFT HAT rev B-import-fps:PLABEL35,,No verified LCSC part number
Q1,MMBT2222,Adafruit 2.2in TFT HAT rev B-import-fps:SOT23-BEC,,No verified LCSC part number
RPI1,RASPBERRYPI_BPLUS_HATNODIM,Adafruit 2.2in TFT HAT rev B-import-fps:PI_HAT_NODIM,,No verified LCSC part number
SW1,6mm Tact,Adafruit 2.2in TFT HAT rev B-import-fps:EVQ-Q2,,No verified LCSC part number
SW2,6mm Tact,Adafruit 2.2in TFT HAT rev B-import-fps:EVQ-Q2,,No verified LCSC part number
SW3,6mm Tact,Adafruit 2.2in TFT HAT rev B-import-fps:EVQ-Q2,,No verified LCSC part number
SW4,6mm Tact,Adafruit 2.2in TFT HAT rev B-import-fps:EVQ-Q2,,No verified LCSC part number
U1,CAT24C32,Adafruit 2.2in TFT HAT rev B-import-fps:SOIC8_150MIL,,No verified LCSC part number
U2,2.2TFT,Adafruit 2.2in TFT HAT rev B-import-fps:TM022HDH26_2.2IN_LCD,,No verified LCSC part number
U$1,,Adafruit 2.2in TFT HAT rev B-import-fps:ADAFRUIT_5MM,,No verified LCSC part number
U$3,,Adafruit 2.2in TFT HAT rev B-import-fps:ADAFRUIT_TEXT_20MM,,No verified LCSC part number
U$4,,Adafruit 2.2in TFT HAT rev B-import-fps:PIHATLOGO,,No verified LCSC part number
U$12,,Adafruit 2.2in TFT HAT rev B-import-fps:PCBFEAT-REV-056,,No verified LCSC part number
