Designator,Mid X,Mid Y,Rotation,Layer
C1,92.7000,-70.6000,180.00,Top
C2,95.9250,-74.8000,180.00,Top
C3,100.9000,-72.1000,90.00,Top
C4,95.8000,-78.9000,180.00,Top
C7,97.2500,-56.9500,-90.00,Top
C8,103.8000,-61.0000,-90.00,Top
D1,97.1000,-83.5032,180.00,Top
K1,97.1000,-49.5000,0.00,Bottom
PAD1,97.1000,-90.8500,0.00,Top
PAD2,105.6000,-91.0000,0.00,Top
R1,92.7000,-72.0000,180.00,Top
R2,97.1000,-82.1000,180.00,Top
R3,98.5250,-77.4000,0.00,Top
R4,95.8250,-77.4000,180.00,Top
R5,93.3000,-65.1000,90.00,Top
R6,91.8000,-65.1000,90.00,Top
R7,90.3000,-65.1000,-90.00,Top
R8,101.9000,-56.5000,90.00,Top
R9,98.7000,-57.0000,-90.00,Top
R10,93.8000,-62.2000,-90.00,Top
R11,92.3000,-62.1950,90.00,Top
U1,97.2000,-69.1000,-90.00,Top
U2,99.5500,-61.2500,-90.00,Top
