Designator,Mid X,Mid Y,Rotation,Layer
C1,30.4800,5.9055,0.00,Top
C5,28.3210,8.3185,90.00,Top
C6,12.5780,13.3750,0.00,Top
C7,11.4470,10.7825,90.00,Top
C8,8.4490,4.1760,180.00,Top
C9,13.2715,10.2235,90.00,Top
C14,6.7679,7.1628,90.00,Top
D1,8.5725,13.4620,180.00,Top
D2,8.5725,11.6840,180.00,Top
IC1,24.0665,13.0810,90.00,Top
IC2,19.1770,7.9375,0.00,Top
JP1,34.2900,8.8900,90.00,Top
JP2,17.7800,16.5100,0.00,Top
JP4,17.7800,1.2700,180.00,Top
L0,31.5360,13.3765,180.00,Top
L2,12.0650,4.8260,0.00,Top
R1,9.1440,10.0330,180.00,Top
R2,26.0350,9.2075,180.00,Top
R3,30.4800,4.8895,180.00,Top
R4,29.0195,3.8735,0.00,Top
R7,29.2100,13.7795,0.00,Top
SW1,30.4800,9.0170,-90.00,Top
U1,26.2890,5.1435,-90.00,Top
U2,9.2710,7.2390,180.00,Top
U$4,0.0000,0.0000,0.00,Top
U$5,35.5600,0.0000,180.00,Bottom
U$6,12.1285,7.4930,0.00,Top
U$34,30.2260,9.3980,-90.00,Top
U$35,2.2062,3.0550,-90.00,Top
X3,4.4450,8.8900,-90.00,Top
