Comment,Designator,Footprint,LCSC Part #
,"JP1,JP3",Adafruit ICM20948-import-fps:1X06_ROUND_70,C37208
,U$2,Adafruit ICM20948-import-fps:ADAFRUIT_2.5MM,
,U$12,Adafruit ICM20948-import-fps:ADAFRUIT_3.5MM,
,U$45,Adafruit ICM20948-import-fps:PCBFEAT-REV-040,
,"U$46,U$47",Adafruit ICM20948-import-fps:STEMMAQT,
0.1uF,"C3,C7",Adafruit ICM20948-import-fps:0603-NO,C14663
10K,R1,Adafruit ICM20948-import-fps:0603-NO,C98220
10K,R3,Adafruit ICM20948-import-fps:RESPACK_4X0603,C98220
10uF,"C5,C6",Adafruit ICM20948-import-fps:0805-NO,
1K,R4,Adafruit ICM20948-import-fps:0603-NO,C2907002
1n4148,D2,Adafruit ICM20948-import-fps:SOD-323_MINI,
4.7K,R2,Adafruit ICM20948-import-fps:RESPACK_4X0603,C23162
BSS138,"Q2,Q3",Adafruit ICM20948-import-fps:SOT363,
MIC5225-1.8V,U1,Adafruit ICM20948-import-fps:SOT23-5,
MPU-9250_ICM20948,U$21,Adafruit ICM20948-import-fps:QFN24_3MM_NOEP,
RED,D1,Adafruit ICM20948-import-fps:CHIPLED_0603_NOOUTLINE,
STEMMA_I2C_QT,"CONN3,CONN4",Adafruit ICM20948-import-fps:JST_SH4,C160404
