Designator,Comment,Footprint,OOMP ID,Reason
TP1,~,rp2040_lib:TestPoint_pad,,No verified LCSC part number
TP2,~,rp2040_lib:TestPoint_pad,,No verified LCSC part number
TP3,~,rp2040_lib:TestPoint_pad,,No verified LCSC part number
TP4,~,rp2040_lib:TestPoint_pad,,No verified LCSC part number
TP5,~,rp2040_lib:TestPoint_pad,,No verified LCSC part number
TP6,~,rp2040_lib:TestPoint_pad,,No verified LCSC part number
TP7,~,rp2040_lib:TestPoint_pad,,No verified LCSC part number
TP8,~,rp2040_lib:TestPoint_pad,,No verified LCSC part number
TP9,~,rp2040_lib:TestPoint_pad,,No verified LCSC part number
TP10,~,rp2040_lib:TestPoint_pad,,No verified LCSC part number
TP11,~,rp2040_lib:TestPoint_pad,,No verified LCSC part number
TP12,~,rp2040_lib:TestPoint_pad,,No verified LCSC part number
TP13,~,rp2040_lib:TestPoint_pad,,No verified LCSC part number
TP14,~,rp2040_lib:TestPoint_pad,,No verified LCSC part number
