Designator,Mid X,Mid Y,Rotation,Layer
C1,113.9825,-65.7225,0.00,Top
C2,117.1575,-65.7225,0.00,Top
C3,110.4900,-62.8650,180.00,Top
C4,110.4900,-64.4525,180.00,Top
D1,110.4900,-61.2775,0.00,Top
D2,120.6500,-61.2775,0.00,Top
J1,113.0300,-52.0700,-90.00,Top
J2,118.1100,-52.0700,90.00,Top
JP1,109.8550,-57.4675,90.00,Bottom
JP2,120.6500,-57.7850,-90.00,Bottom
R1,110.4900,-59.6900,180.00,Top
R2,113.9825,-57.7850,180.00,Top
R3,117.1575,-57.7850,180.00,Top
R6,120.6500,-59.6900,0.00,Top
R7,120.6500,-62.8650,0.00,Top
TP4,121.9200,-53.6575,180.00,Bottom
TP5,119.3800,-53.6575,180.00,Bottom
TP6,119.3800,-51.1175,180.00,Bottom
TP7,121.9200,-51.1175,180.00,Bottom
U1,115.5700,-61.9125,0.00,Top
