Designator,Mid X,Mid Y,Rotation,Layer
C1,108.7000,-125.2000,-90.00,Top
C2,97.3000,-129.7000,0.00,Top
C3,97.3000,-135.2000,0.00,Top
JP1,109.5500,-115.8000,0.00,Top
JP2,109.5500,-121.2000,0.00,Top
JP3,106.8000,-128.9000,0.00,Top
JP4,99.8000,-131.2000,0.00,Top
JP5,99.3000,-131.2000,180.00,Bottom
K1,105.8000,-115.7000,0.00,Bottom
K2,105.8000,-134.7000,0.00,Bottom
K3,98.1000,-125.2000,90.00,Top
K4,113.5000,-125.2000,-90.00,Top
R1,100.8000,-120.7000,-90.00,Top
R2,99.6000,-134.4000,-90.00,Top
R3,110.3000,-118.9000,90.00,Top
R4,111.9000,-130.9000,-90.00,Top
R5,104.5000,-128.9000,0.00,Top
R6,104.6000,-121.7000,0.00,Top
R7,115.8000,-131.0000,90.00,Top
R8,108.8000,-118.9000,-90.00,Top
U1,113.9000,-131.0000,-90.00,Top
U2,105.8000,-125.2000,0.00,Top
U3,97.3000,-132.5000,-90.00,Top
