Designator,Mid X,Mid Y,Rotation,Layer
C1,33.3920,18.2880,90.00,Top
C2,32.2580,8.5180,0.00,Top
C3,7.8650,6.7310,90.00,Top
C4,28.9560,3.6830,-90.00,Top
C5,5.5790,6.7310,90.00,Top
C8,29.4640,16.7640,0.00,Top
CN1,16.1290,23.4950,-90.00,Top
D1,28.8200,9.6520,90.00,Top
IC1,29.4640,19.5580,90.00,Top
JP2,17.7300,26.7490,0.00,Bottom
L1,29.4520,14.0170,180.00,Top
LCD1,17.7800,1.8100,180.00,Bottom
R1,32.2580,10.6590,180.00,Top
R2,32.2580,6.3590,0.00,Top
R3,19.6940,11.1760,-90.00,Top
U1,33.0200,14.1060,0.00,Top
U2,22.0980,17.3990,180.00,Top
U$12,5.3340,1.2790,0.00,Top
U$13,1.7780,20.7100,0.00,Top
U$16,34.1630,23.4950,0.00,Top
U$17,0.5080,5.0800,0.00,Top
U$28,21.2090,8.1280,0.00,Top
