Designator,Mid X,Mid Y,Rotation,Layer
C1,7.8740,5.7150,-90.00,Top
C2,10.1600,9.1440,180.00,Top
C6,17.1450,5.7150,-90.00,Top
C9,15.7480,5.7150,-90.00,Top
C10,13.9700,5.5880,-90.00,Top
CONN1,22.8600,8.8900,90.00,Top
D+0,2.5400,7.6200,180.00,Bottom
D-0,2.5400,10.1600,180.00,Bottom
IC1,14.6685,9.7790,180.00,Top
JP1,12.7000,15.2400,0.00,Top
JP2,12.7000,2.5400,0.00,Top
LED1,19.9390,5.5880,0.00,Top
R1,9.0170,11.9380,90.00,Top
R3,18.5420,5.7150,-90.00,Top
U2,10.9220,5.7150,-90.00,Top
U$2,17.1450,9.6520,0.00,Top
U$3,22.6060,4.4450,90.00,Bottom
X6,2.6670,8.8900,-90.00,Top
