Comment,Designator,Footprint,LCSC Part #
,U$6,jdt1800-bob-import-fps:ADAFRUIT200MIL,
0.1uF,"C3,C4",jdt1800-bob-import-fps:C0805K,
10uF,"C1,C2",jdt1800-bob-import-fps:C0805K,
1K,R2,jdt1800-bob-import-fps:R0805,C17513
22 ohm,R1,jdt1800-bob-import-fps:R0805,C2907310
2N2222,Q1,jdt1800-bob-import-fps:SOT23-BEC,
4050D,IC1,jdt1800-bob-import-fps:SO16,
FIDUCIAL,"U$3,U$4,U$5",jdt1800-bob-import-fps:FIDUCIAL_1MM,
JD-T1800,U$1,jdt1800-bob-import-fps:JD-T1800,
LP298XS,IC2,jdt1800-bob-import-fps:SOT23-5L,
MICROSD,Q2,jdt1800-bob-import-fps:MICROSD,
PINHD-1X10,U$2,jdt1800-bob-import-fps:1X10-BIG,
