Comment,Designator,Footprint,LCSC Part #
,JP8,Adafruit PWM Servo Shield-import-fps:1X06-CLEANBIG,C37208
,"JP3,JP4",Adafruit PWM Servo Shield-import-fps:1X08-CLEANBIG,C492421
,JP7,Adafruit PWM Servo Shield-import-fps:1X10_ROUND70,C57369
,"JP1,JP2,JP5,JP6",Adafruit PWM Servo Shield-import-fps:3X04,
,U$51,Adafruit PWM Servo Shield-import-fps:ADAFRUIT_5MM,
,U$54,Adafruit PWM Servo Shield-import-fps:ADAFRUIT_TEXT_20MM,
,"TP1,TP2,TP3,TP4,TP5,TP6",Adafruit PWM Servo Shield-import-fps:TESTPOINT_ROUND_2MM,
1000uF+ 6.3V,C2,"Adafruit PWM Servo Shield-import-fps:E3,5-10",
10K,"R3,R4,R7",Adafruit PWM Servo Shield-import-fps:0805,C17414
10K,"R1,R2",Adafruit PWM Servo Shield-import-fps:RESPACK_4X0603,C98220
10uF,C1,Adafruit PWM Servo Shield-import-fps:0805,
220,"R11,R12,R13,R14",Adafruit PWM Servo Shield-import-fps:RESPACK_4X0603,C2907127
470,"R5,R10",Adafruit PWM Servo Shield-import-fps:0805,C17710
ARDUINO_R3_ICSP,U$44,Adafruit PWM Servo Shield-import-fps:ARDUINOR3_ICSP,
GREEN,LED2,Adafruit PWM Servo Shield-import-fps:CHIPLED_0805,
IRLML6401,Q1,Adafruit PWM Servo Shield-import-fps:SOT23-WIDE,
PCA9685,U1,Adafruit PWM Servo Shield-import-fps:TSSOP28,
RED,LED1,Adafruit PWM Servo Shield-import-fps:CHIPLED_0805,
SPST_TACT-EVQQ2,SW1,Adafruit PWM Servo Shield-import-fps:EVQ-Q2,
TERMBLOCK_1X2-3.5MM,J1,Adafruit PWM Servo Shield-import-fps:1X2-3.5MM,C492401
