Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit_AS7341-import-fps:1X06_ROUND_70,C37208
,U$22,Adafruit_AS7341-import-fps:ADAFRUIT_3.5MM,
,U$25,Adafruit_AS7341-import-fps:PCBFEAT-REV-040,
,"U$30,U$31",Adafruit_AS7341-import-fps:STEMMAQT,
0.1uF,C1,Adafruit_AS7341-import-fps:0603-NO,C14663
10K,"R1,R2",Adafruit_AS7341-import-fps:0603-NO,C98220
10K,R3,Adafruit_AS7341-import-fps:RESPACK_4X0603,C98220
10uF,"C2,C3,C4",Adafruit_AS7341-import-fps:0805-NO,
AP7312-3.3/1.8,U1,Adafruit_AS7341-import-fps:SOT23-6,
AS7341,X1,Adafruit_AS7341-import-fps:AS7341,
BSS138,Q2,Adafruit_AS7341-import-fps:SOT363,
EAHC2835WD6  ,LED1,Adafruit_AS7341-import-fps:KA-3528ASYC,
GREEN,D1,Adafruit_AS7341-import-fps:CHIPLED_0603_NOOUTLINE,
STEMMA_I2C_QT,"CONN3,CONN4",Adafruit_AS7341-import-fps:JST_SH4,C160404
