Comment,Designator,Footprint,LCSC Part #
,"JP1,JP2",Adafruit nRF52 Bluefruit Feather-import-fps:1X01_2MM,C7501259
,U$49,Adafruit nRF52 Bluefruit Feather-import-fps:ADAFRUIT_3.5MM,
,U$47,Adafruit nRF52 Bluefruit Feather-import-fps:ADAFRUIT_5MM,
,U$45,Adafruit nRF52 Bluefruit Feather-import-fps:BLUEFRUITLOGO_100MM,
,U$46,Adafruit nRF52 Bluefruit Feather-import-fps:FEATHERLOGO_MED,
,U$17,Adafruit nRF52 Bluefruit Feather-import-fps:PCBFEAT-REV-040,
,"TP3,TP4",Adafruit nRF52 Bluefruit Feather-import-fps:TESTPOINT_ROUND_2MM,
0.1uF,"C10,C11",Adafruit nRF52 Bluefruit Feather-import-fps:0603-NO,C14663
100K,R5,Adafruit nRF52 Bluefruit Feather-import-fps:0603-NO,C25803
100k,R12,Adafruit nRF52 Bluefruit Feather-import-fps:0603-NO,C25803
10K,"R7,R8",Adafruit nRF52 Bluefruit Feather-import-fps:0603-NO,C98220
10uF,C3,Adafruit nRF52 Bluefruit Feather-import-fps:0805-NO,
10uf,C7,Adafruit nRF52 Bluefruit Feather-import-fps:0805-NO,
10uH,L2,Adafruit nRF52 Bluefruit Feather-import-fps:0805-NO,
10µF,"C5,C6,C8",Adafruit nRF52 Bluefruit Feather-import-fps:0805-NO,
1K,"R1,R2,R3,R9",Adafruit nRF52 Bluefruit Feather-import-fps:0603-NO,C2907002
1N4148,D4,Adafruit nRF52 Bluefruit Feather-import-fps:SOD-323,
1nF,C12,Adafruit nRF52 Bluefruit Feather-import-fps:0603-NO,
1uF,C4,Adafruit nRF52 Bluefruit Feather-import-fps:0603-NO,C5673
22pF,"C1,C2",Adafruit nRF52 Bluefruit Feather-import-fps:0603-NO,C105620
2M,R6,Adafruit nRF52 Bluefruit Feather-import-fps:0603-NO,
300pF,"C9,C13",Adafruit nRF52 Bluefruit Feather-import-fps:_0603MP,
32.768,X4,Adafruit nRF52 Bluefruit Feather-import-fps:XTAL3215,
4u20317,X1,Adafruit nRF52 Bluefruit Feather-import-fps:2X05_1.27MM_BOX_POSTS,
4u20329,X3,Adafruit nRF52 Bluefruit Feather-import-fps:4UCONN_20329_V2,
806K,R4,Adafruit nRF52 Bluefruit Feather-import-fps:0603-NO,
AP2112(3.3V),U2,Adafruit nRF52 Bluefruit Feather-import-fps:SOT23-5,
BLUE,D2,Adafruit nRF52 Bluefruit Feather-import-fps:CHIPLED_0805_NOOUTLINE,
CP2104,U4,Adafruit nRF52 Bluefruit Feather-import-fps:QFN24_4MM_SMSC,
DMG3415U-7,Q3,Adafruit nRF52 Bluefruit Feather-import-fps:SOT23-R,
FEATHERWING_NODIM,MS1,Adafruit nRF52 Bluefruit Feather-import-fps:FEATHERWING_NODIM,
FRST,TP2,Adafruit nRF52 Bluefruit Feather-import-fps:PAD-1.5X2.0,
JSTPH,X2,Adafruit nRF52 Bluefruit Feather-import-fps:JSTPH2,
KMR2,"SW1,SW2",Adafruit nRF52 Bluefruit Feather-import-fps:BTN_KMR2_4.6X2.8,
MBR120,D5,Adafruit nRF52 Bluefruit Feather-import-fps:SOD-123,
MCP73831T-2ACI/OT,U3,Adafruit nRF52 Bluefruit Feather-import-fps:SOT23-5,
MDBT42,U1,Adafruit nRF52 Bluefruit Feather-import-fps:BLE_MODULE_RAYTAC_MDBT42,
ORANGE,CHG0,Adafruit nRF52 Bluefruit Feather-import-fps:CHIPLED_0805_NOOUTLINE,
RED,D1,Adafruit nRF52 Bluefruit Feather-import-fps:CHIPLED_0805_NOOUTLINE,
