Designator,Comment,Footprint,OOMP ID,Reason
A0,,Adafruit INA219 STEMMA QT-import-fps:SOLDERJUMPER_REFLOW_NOPASTE,,No verified LCSC part number
A1,,Adafruit INA219 STEMMA QT-import-fps:SOLDERJUMPER_REFLOW_NOPASTE,,No verified LCSC part number
C2,10uF,Adafruit INA219 STEMMA QT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
D1,GREEN,Adafruit INA219 STEMMA QT-import-fps:CHIPLED_0603_NOOUTLINE,electronic_led_0603_green,No verified LCSC part number
J1,3.5mm,Adafruit INA219 STEMMA QT-import-fps:TERMBLOCK_1X2-3.5MM,,No verified LCSC part number
R5,0.1/1% (PT2512FK-070R1L),Adafruit INA219 STEMMA QT-import-fps:2512,,No verified LCSC part number
U1,INA219BIDCNT,Adafruit INA219 STEMMA QT-import-fps:SOT23-8,,No verified LCSC part number
U$29,,Adafruit INA219 STEMMA QT-import-fps:ADAFRUIT_3.5MM,,No verified LCSC part number
U$30,,Adafruit INA219 STEMMA QT-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
U$31,,Adafruit INA219 STEMMA QT-import-fps:STEMMAQT,,No verified LCSC part number
U$32,,Adafruit INA219 STEMMA QT-import-fps:STEMMAQT,,No verified LCSC part number
