Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit ItsyBitsy RP2040-import-fps:1X05_ROUND_70,C42431835
,"JP2,JP4",Adafruit ItsyBitsy RP2040-import-fps:1X14_ROUND70,C2905490
,U$5,Adafruit ItsyBitsy RP2040-import-fps:ITSY2040_BOT,
,U$4,Adafruit ItsyBitsy RP2040-import-fps:ITSY2040_TOP,
,TP1,Adafruit ItsyBitsy RP2040-import-fps:TESTPOINT_ROUND_1.5MM_NO,
0.1uF,"C3,C4,C10,C12,C13,C16",Adafruit ItsyBitsy RP2040-import-fps:_0402NO,C60474
10K,"R1,R5",Adafruit ItsyBitsy RP2040-import-fps:_0402NO,C2906861
10k,R2,Adafruit ItsyBitsy RP2040-import-fps:_0402NO,C2906861
10µF,"C6,C8",Adafruit ItsyBitsy RP2040-import-fps:0805-NO,
12MHZ,Y1,Adafruit ItsyBitsy RP2040-import-fps:CRYSTAL_2.5X2,
1K,"R6,R7,R11",Adafruit ItsyBitsy RP2040-import-fps:_0402NO,C2906864
1uF,"C2,C11",Adafruit ItsyBitsy RP2040-import-fps:_0603MP,C5673
22,"R3,R4",Adafruit ItsyBitsy RP2040-import-fps:_0402NO,C114765
22pF,"C19,C20",Adafruit ItsyBitsy RP2040-import-fps:_0402NO,C106203
74HCT1G125DBV,IC1,Adafruit ItsyBitsy RP2040-import-fps:SC70-5,
AP2112K-3.3,U2,Adafruit ItsyBitsy RP2040-import-fps:SOT23-5,
FIDUCIAL_1MM,"U$34,U$35",Adafruit ItsyBitsy RP2040-import-fps:FIDUCIAL_1MM,
GD25x16,U1,Adafruit ItsyBitsy RP2040-import-fps:USON8_4X4,
KMR2,"SW2,SW3",Adafruit ItsyBitsy RP2040-import-fps:BTN_KMR2_4.6X2.8,
microUSB,X3,Adafruit ItsyBitsy RP2040-import-fps:4UCONN_20329_NARROW,
NSR0320,"D1,D2,D3",Adafruit ItsyBitsy RP2040-import-fps:SOD-323F,
RED,L0,Adafruit ItsyBitsy RP2040-import-fps:CHIPLED_0603_NOOUTLINE,
RP2040_QFN56,IC3,Adafruit ItsyBitsy RP2040-import-fps:QFN56_7MM_REDUCEDEPAD,
WS2812B_SK6805_1515,LED1,Adafruit ItsyBitsy RP2040-import-fps:SK6805_1515,
