Comment,Designator,Footprint,LCSC Part #
,JP5,Adafruit MCP73871 Solar Charger v4-import-fps:1X03-CLEANBIG,C49257
,U$1,Adafruit MCP73871 Solar Charger v4-import-fps:ADAFRUIT_TEXT_20MM,
,"BATT0,LOAD0",Adafruit MCP73871 Solar Charger v4-import-fps:JST-PH-2-SMT-RA,
,CN4,Adafruit MCP73871 Solar Charger v4-import-fps:USB-MINIB_LARGER,
0,R1,Adafruit MCP73871 Solar Charger v4-import-fps:R0805,C2907288
100K,"R3,R12",Adafruit MCP73871 Solar Charger v4-import-fps:R0805,C149504
10K,THERM0,Adafruit MCP73871 Solar Charger v4-import-fps:0805-THM,
10uF,"C1,C2,C3",Adafruit MCP73871 Solar Charger v4-import-fps:C0805K,
150K,RT2,Adafruit MCP73871 Solar Charger v4-import-fps:M0805,C2907228
1K,R5,Adafruit MCP73871 Solar Charger v4-import-fps:M0805,C17513
1K,"R8,R9,R10",Adafruit MCP73871 Solar Charger v4-import-fps:R0805,C17513
270K,R2,Adafruit MCP73871 Solar Charger v4-import-fps:R0805,C2930189
2K,R11,Adafruit MCP73871 Solar Charger v4-import-fps:0805-THM,C17604
4700uF/10V,C4,Adafruit MCP73871 Solar Charger v4-import-fps:E5-13,
BATT,JP4,Adafruit MCP73871 Solar Charger v4-import-fps:1X02_ROUND,C492401
DCIN,JP1,Adafruit MCP73871 Solar Charger v4-import-fps:1X02_OVAL,C492401
DCIN,CN1,Adafruit MCP73871 Solar Charger v4-import-fps:DCJACK_2MM_SMT,
FIDUCIAL,"U$2,U$3,U$8",Adafruit MCP73871 Solar Charger v4-import-fps:FIDUCIAL_1MM,
GREEN,DONE0,Adafruit MCP73871 Solar Charger v4-import-fps:CHIPLED_0805_NOOUTLINE,
LOAD,JP3,Adafruit MCP73871 Solar Charger v4-import-fps:1X02_ROUND,C492401
MBR120VLSFT1G,D1,Adafruit MCP73871 Solar Charger v4-import-fps:SOD-123,
MCP73871,IC1,Adafruit MCP73871 Solar Charger v4-import-fps:QFN20_4MM,
ORANGE,CHRG/LBO0,Adafruit MCP73871 Solar Charger v4-import-fps:CHIPLED_0805_NOOUTLINE,
RED,PWR0,Adafruit MCP73871 Solar Charger v4-import-fps:CHIPLED_0805_NOOUTLINE,
