Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit 128x64 Mono OLED PCB v2-import-fps:1X08_ROUND_70,C492421
,U$27,Adafruit 128x64 Mono OLED PCB v2-import-fps:ADAFRUIT_2.5MM,
,U$3,Adafruit 128x64 Mono OLED PCB v2-import-fps:ADAFRUIT_5MM,
,U$28,Adafruit 128x64 Mono OLED PCB v2-import-fps:LOGIC_5VREADY_5MM,
,U2,Adafruit 128x64 Mono OLED PCB v2-import-fps:SOT23-5,
10K,"R2,R4,R5,R6,R11,R12,R13,R14",Adafruit 128x64 Mono OLED PCB v2-import-fps:0805,C17414
10uF,"C1,C2,C5",Adafruit 128x64 Mono OLED PCB v2-import-fps:0805,
1N4148,"D1,D2,D3",Adafruit 128x64 Mono OLED PCB v2-import-fps:SOD-323,
1uF,"C3,C4,C6,C7",Adafruit 128x64 Mono OLED PCB v2-import-fps:0805,
2.2uF/16V,C8,Adafruit 128x64 Mono OLED PCB v2-import-fps:0805,
390K,R3,Adafruit 128x64 Mono OLED PCB v2-import-fps:0805,C17656
BSS138,"Q1,Q2",Adafruit 128x64 Mono OLED PCB v2-import-fps:SOT23-WIDE,C52895
UG-2864HSWEG01,U1,Adafruit 128x64 Mono OLED PCB v2-import-fps:UG-2864HSWEG01_0.96IN_WRAPAROUND,
