Designator,Mid X,Mid Y,Rotation,Layer
C1,134.6960,-97.9282,180.00,Top
C2,139.7760,-101.9160,90.00,Top
C3,131.8385,-99.2490,180.00,Top
C4,131.8385,-100.2904,0.00,Top
C5,131.2035,-105.0910,0.00,Top
C6,145.4910,-91.7560,90.00,Top
C7,142.3160,-94.9310,90.00,Top
C8,129.6160,-94.9310,90.00,Top
C9,126.4410,-91.7560,90.00,Top
D1,126.1235,-102.8685,0.00,Top
J1,143.9035,-98.1060,90.00,Top
J2,128.0285,-98.1060,-90.00,Top
J3,129.6160,-109.5360,0.00,Top
J4,142.3160,-89.2160,90.00,Top
J5,135.9660,-90.1760,-90.00,Top
J6,129.6160,-89.2160,90.00,Top
JP1,129.6160,-103.8210,0.00,Bottom
R1,142.3160,-93.0260,0.00,Top
R2,129.6160,-93.0260,0.00,Top
R3,126.1235,-104.4560,0.00,Top
R4,138.5060,-106.6785,-90.00,Top
R5,135.9660,-106.6785,-90.00,Top
R6,141.0460,-102.2335,90.00,Top
R7,144.5385,-91.7560,-90.00,Top
R8,141.3635,-94.9310,-90.00,Top
R9,130.5685,-94.9310,-90.00,Top
R10,127.3935,-91.7560,-90.00,Top
R11,141.0460,-106.6785,-90.00,Top
U1,135.9660,-101.5985,180.00,Top
Y1,130.8860,-102.9828,0.00,Top
