Comment,Designator,Footprint,LCSC Part #
,"JP1,JP2",Adafruit Trinket 3.3V-import-fps:1X01-CLEANBIG,C7501259
,U$5,Adafruit Trinket 3.3V-import-fps:ADAFRUIT_3.5MM,
,BAT0,Adafruit Trinket 3.3V-import-fps:JSTPH2,
,CN1,Adafruit Trinket 3.3V-import-fps:USB-MINIB,
1.5K (0603),R3,Adafruit Trinket 3.3V-import-fps:0603-NO,C2930050
10uF,"C1,C8",Adafruit Trinket 3.3V-import-fps:0805-NO,
1X4-CLEANBIG,"CN3,CN4",Adafruit Trinket 3.3V-import-fps:1X04-CLEANBIG,
470 (0603),"R4,R5",Adafruit Trinket 3.3V-import-fps:0603-NO,C23179
68 (0603),"R1,R2",Adafruit Trinket 3.3V-import-fps:0603-NO,C27592
ATTINY85-20S,IC3,Adafruit Trinket 3.3V-import-fps:SOIC8,
FIDUCIAL,"U$1,U$6",Adafruit Trinket 3.3V-import-fps:FIDUCIAL_1MM,
green,PWR0,Adafruit Trinket 3.3V-import-fps:CHIPLED_0805_NOOUTLINE,
MIC5225-3.3v,IC2,Adafruit Trinket 3.3V-import-fps:SOT23-5L,
red,B1,Adafruit Trinket 3.3V-import-fps:CHIPLED_0805_NOOUTLINE,
reset,Q1,Adafruit Trinket 3.3V-import-fps:BTN_KMR2_4.6X2.8,
SCHOTTKY,"D2,D3",Adafruit Trinket 3.3V-import-fps:SOD-123FL,
