Ref,Val,Package,PosX,PosY,Rot,Side
"JP5","SMD_JUMPER","SMD_JUMPER",99.300000,-131.200000,180.000000,bottom
"K1","HEADER_MALE_2X1","HEADER_MALE_2X1",105.800000,-115.700000,0.000000,bottom
"K2","HEADER_MALE_4X1","HEADER_MALE_4X1",105.800000,-134.700000,0.000000,bottom
"REF**","Version1.1.1.","Version1.1.1.",95.600000,-116.200000,90.000000,bottom
"C1","10uF","1206C",108.700000,-125.200000,-90.000000,top
"C2","2.2uF","0603C",97.300000,-129.700000,0.000000,top
"C3","2.2uF","0603C",97.300000,-135.200000,0.000000,top
"H1","HOLE_3.2mm","HOLE_3.2mm",97.800000,-117.200000,-90.000000,top
"H2","HOLE_3.2mm","HOLE_3.2mm",113.800000,-117.200000,-90.000000,top
"JP1","SMD_JUMPER_3_PAD_TRACE","SMD_JUMPER_3_PAD_TRACE",109.550000,-115.800000,0.000000,top
"JP2","SMD_JUMPER_3_PAD_TRACE","SMD_JUMPER_3_PAD_TRACE",109.550000,-121.200000,0.000000,top
"JP3","SMD_JUMPER","SMD_JUMPER",106.800000,-128.900000,0.000000,top
"JP4","SMD-JUMPER-CONNECTED_TRACE_SLODERMASK","SMD-JUMPER-CONNECTED_TRACE_SLODERMASK",99.800000,-131.200000,0.000000,top
"K3","easyC-SMD","easyC-connector",98.100000,-125.200000,90.000000,top
"K4","easyC-SMD","easyC-connector",113.500000,-125.200000,-90.000000,top
"R1","4.7k","0603R",100.800000,-120.700000,-90.000000,top
"R2","4.7k","0603R",99.600000,-134.400000,-90.000000,top
"R3","10k","0603R",110.300000,-118.900000,90.000000,top
"R4","10k","0603R",111.900000,-130.900000,-90.000000,top
"R5","4.7k","0603R",104.500000,-128.900000,0.000000,top
"R6","4.7k","0603R",104.600000,-121.700000,0.000000,top
"R7","10k","0603R",115.800000,-131.000000,90.000000,top
"R8","10k","0603R",108.800000,-118.900000,-90.000000,top
"U1","NMOS-DUAL","SOT-363",113.900000,-131.000000,-90.000000,top
"U2","CCS811B-JOPR","CCS811",105.800000,-125.200000,0.000000,top
"U3","SE5218","SOT-23-5",97.300000,-132.500000,-90.000000,top
