Comment,Designator,Footprint,LCSC Part #
,U$31,Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:ADAFRUIT_3.5MM,
,U$22,Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:ADAFRUIT_TEXT_30MM,
,U$16,Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:PCBFEAT-REV-040,
,"TP1,TP2,TP3,TP4",Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:TESTPOINT_ROUND_2MM,
10K,"R4,R5,R6",Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:0603-NO,C98220
10uF,"C3,C4,C5,C6",Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:0805-NO,
1K,"R1,R2,R3,R7",Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:0603-NO,C2907002
1uF,"C1,C2,C8",Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:0603-NO,C5673
20K,R8,Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:0603-NO,
AP2112K-3.3,U2,Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:SOT23-5,
BLUE,LED4,Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:CHIPLED_0805_NOOUTLINE,
CP210x,U3,Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:QFN24_4MM_SMSC,
DNC,Y1,Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:CRYSTAL_CYL_2X6MM_SMT,
EG1213,SW2,Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:EG1390,
KMR2,SW1,Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:BTN_KMR2_4.6X2.8,
MDBT40,U1,Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:BLE_MODULE_RAYTAC_MDBT40,
RED,LED3,Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:CHIPLED_0805_NOOUTLINE,
USB-A,X1,Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:USB_A-THM,
YELLOW,"D4,D5",Adafrruit Bluefruit LE USB Friend CP2102N-import-fps:CHIPLED_0805_NOOUTLINE,
