Designator,Mid X,Mid Y,Rotation,Layer
ANT0,8.8900,17.2720,180.00,Top
C1,18.2880,6.3500,90.00,Top
C2,28.9560,6.6040,90.00,Top
C3,31.2420,6.6040,90.00,Top
C4,20.3200,6.3500,90.00,Top
C5,26.6700,6.6040,90.00,Top
C6,21.3360,14.2240,-90.00,Top
C7,14.3510,12.8270,-90.00,Top
D1,2.5400,12.8270,180.00,Top
D2,2.9210,16.3830,180.00,Top
JP1,19.0500,2.1590,180.00,Top
L1,9.9060,14.3510,0.00,Top
Q1,10.1600,5.7150,180.00,Top
Q2,15.7480,5.8420,180.00,Top
R1,2.6670,9.3980,180.00,Top
R2,6.9850,5.8420,90.00,Top
R3,12.9540,5.8420,90.00,Top
R4,2.6670,7.3660,0.00,Top
R5,2.6670,11.1760,0.00,Top
R6,2.6670,14.4780,180.00,Top
U1,9.1440,10.9220,-90.00,Top
U2,23.6220,6.6040,90.00,Top
U$7,10.5410,15.2400,0.00,Top
U$9,37.2110,3.5560,180.00,Bottom
X3,38.1000,11.9380,180.00,Top
Y2,17.6530,12.8270,90.00,Top
