Comment,Designator,Footprint,LCSC Part #
,J1,1X06_LOCK,
100k,"R5,R6",_PKG_R_0402,C25530
100n,"C2,C6,C9,C10,C14",_PKG_C_0402,C60474
10n,C1,_PKG_C_0402,
10u,"C5,C11,C12,C13",_PKG_C_0402,C15525
12MHz,XT1,XTAL-4P-3225,
2k2,R4,_PKG_R_0402,
47u,"C3,C4,C7,C8",_PKG_C_1206,C68361
510k,R3,_PKG_R_0402,
5k1,"R1,R2",_PKG_R_0402,C25905
CH343P,IC1,QFN16_L3.0-W3.0-P0.50-EP1.7,C2846043
"FB, 2A",L1,_PKG_C_0805,C85840
Green,LED1,_PKG_LED_0603,
RT9742CGJ5,IC4,_PKG_SOT23-5,C250546
SL2.1A,IC2,SOIC127P604X185-16N,C192893
SN74LVC1G57DBV,IC3,SOT95P280X145-6N,C485080
SRV05-4-P-T7,"D1,D2",SOT95P280X145-6N,C85364
USB-A Female,CON3,JING_912-121A2023S10100,C42428
USB-C,"CON1,CON2",USBC_C-31-M-12,C165948
