Designator,Comment,Footprint,OOMP ID,Reason
C2,10uF,Adafruit SCD43 rev A-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C3,10uF,Adafruit SCD43 rev A-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C4,10uF,Adafruit SCD43 rev A-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
D1,GREEN,Adafruit SCD43 rev A-import-fps:CHIPLED_0603_NOOUTLINE,electronic_led_0603_green,No verified LCSC part number
PLABEL0,,Adafruit SCD43 rev A-import-fps:PLABEL0,,No verified LCSC part number
PLABEL1,,Adafruit SCD43 rev A-import-fps:PLABEL1,,No verified LCSC part number
PLABEL2,,Adafruit SCD43 rev A-import-fps:PLABEL2,,No verified LCSC part number
PLABEL3,,Adafruit SCD43 rev A-import-fps:PLABEL3,,No verified LCSC part number
PLABEL4,,Adafruit SCD43 rev A-import-fps:PLABEL4,,No verified LCSC part number
PLABEL5,,Adafruit SCD43 rev A-import-fps:PLABEL5,,No verified LCSC part number
PLABEL6,,Adafruit SCD43 rev A-import-fps:PLABEL6,,No verified LCSC part number
PLABEL7,,Adafruit SCD43 rev A-import-fps:PLABEL7,,No verified LCSC part number
PLABEL8,,Adafruit SCD43 rev A-import-fps:PLABEL8,,No verified LCSC part number
PLABEL9,,Adafruit SCD43 rev A-import-fps:PLABEL9,,No verified LCSC part number
PLABEL10,,Adafruit SCD43 rev A-import-fps:PLABEL10,,No verified LCSC part number
PLABEL11,,Adafruit SCD43 rev A-import-fps:PLABEL11,,No verified LCSC part number
PLABEL12,,Adafruit SCD43 rev A-import-fps:PLABEL12,,No verified LCSC part number
PLABEL13,,Adafruit SCD43 rev A-import-fps:PLABEL13,,No verified LCSC part number
PLABEL14,,Adafruit SCD43 rev A-import-fps:PLABEL14,,No verified LCSC part number
PLABEL15,,Adafruit SCD43 rev A-import-fps:PLABEL15,,No verified LCSC part number
PLABEL16,,Adafruit SCD43 rev A-import-fps:PLABEL16,,No verified LCSC part number
Q2,BSS138,Adafruit SCD43 rev A-import-fps:SOT363,electronic_transistor_sot_363_6_mosfet_n_channel_dual,No verified LCSC part number
U2,AP2112K-3.3,Adafruit SCD43 rev A-import-fps:SOT23-5,electronic_ic_sot_23_5_power_management_linear_voltage_regulator_diodes_ap2112k_3_3,No verified LCSC part number
U$22,,Adafruit SCD43 rev A-import-fps:ADAFRUIT_3.5MM,,No verified LCSC part number
U$25,,Adafruit SCD43 rev A-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
U$30,,Adafruit SCD43 rev A-import-fps:STEMMAQT,,No verified LCSC part number
U$31,,Adafruit SCD43 rev A-import-fps:STEMMAQT,,No verified LCSC part number
X1,SCD-43,Adafruit SCD43 rev A-import-fps:SCD41,,No verified LCSC part number
